producer_index=3
producer_count=12
producer_records=8334
producer_throughput=834
1 records sent, 0.1 records/sec (0.01 MB/sec), 7075.0 ms avg latency, 7075.0 ms max latency.
279 records sent, 55.4 records/sec (5.41 MB/sec), 338.4 ms avg latency, 1349.0 ms max latency.
259 records sent, 51.7 records/sec (5.05 MB/sec), 92.2 ms avg latency, 207.0 ms max latency.
291 records sent, 57.7 records/sec (5.63 MB/sec), 64.8 ms avg latency, 196.0 ms max latency.
340 records sent, 68.0 records/sec (6.64 MB/sec), 46.4 ms avg latency, 134.0 ms max latency.
421 records sent, 84.2 records/sec (8.22 MB/sec), 31.0 ms avg latency, 161.0 ms max latency.
406 records sent, 79.5 records/sec (7.76 MB/sec), 30.0 ms avg latency, 147.0 ms max latency.
389 records sent, 77.5 records/sec (7.57 MB/sec), 38.7 ms avg latency, 180.0 ms max latency.
355 records sent, 70.3 records/sec (6.87 MB/sec), 35.5 ms avg latency, 151.0 ms max latency.
344 records sent, 68.7 records/sec (6.71 MB/sec), 33.5 ms avg latency, 168.0 ms max latency.
352 records sent, 69.8 records/sec (6.82 MB/sec), 32.6 ms avg latency, 99.0 ms max latency.
335 records sent, 66.6 records/sec (6.51 MB/sec), 28.1 ms avg latency, 118.0 ms max latency.
350 records sent, 69.7 records/sec (6.81 MB/sec), 38.7 ms avg latency, 201.0 ms max latency.
346 records sent, 69.2 records/sec (6.76 MB/sec), 32.7 ms avg latency, 157.0 ms max latency.
344 records sent, 68.5 records/sec (6.69 MB/sec), 32.3 ms avg latency, 130.0 ms max latency.
357 records sent, 71.1 records/sec (6.94 MB/sec), 35.5 ms avg latency, 216.0 ms max latency.
343 records sent, 68.5 records/sec (6.69 MB/sec), 44.2 ms avg latency, 196.0 ms max latency.
355 records sent, 70.6 records/sec (6.90 MB/sec), 27.0 ms avg latency, 97.0 ms max latency.
364 records sent, 72.4 records/sec (7.07 MB/sec), 33.4 ms avg latency, 173.0 ms max latency.
368 records sent, 73.3 records/sec (7.15 MB/sec), 31.7 ms avg latency, 133.0 ms max latency.
382 records sent, 76.2 records/sec (7.44 MB/sec), 26.4 ms avg latency, 125.0 ms max latency.
370 records sent, 73.7 records/sec (7.20 MB/sec), 26.3 ms avg latency, 127.0 ms max latency.
363 records sent, 72.4 records/sec (7.07 MB/sec), 26.9 ms avg latency, 101.0 ms max latency.
360 records sent, 71.8 records/sec (7.01 MB/sec), 27.4 ms avg latency, 115.0 ms max latency.
8334 records sent, 65.718296 records/sec (6.42 MB/sec), 46.77 ms avg latency, 7075.00 ms max latency, 27 ms 50th, 122 ms 95th, 355 ms 99th, 1105 ms 99.9th.
