run_id=security-overhead-final-factorial-plaintext-b5-rf5-isr3-msg102400-tps10000-batch131072-acksall-prod1-compnone-trial3
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b5-rf5-isr3-msg102400-tps10000-batch131072-acksall-prod1-compnone-trial3/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
3642 records sent, 727.8 records/sec (71.08 MB/sec), 101.5 ms avg latency, 771.0 ms max latency.
5052 records sent, 1010.4 records/sec (98.67 MB/sec), 15.7 ms avg latency, 82.0 ms max latency.
5394 records sent, 1078.4 records/sec (105.31 MB/sec), 17.5 ms avg latency, 69.0 ms max latency.
6134 records sent, 1223.9 records/sec (119.52 MB/sec), 29.1 ms avg latency, 161.0 ms max latency.
6485 records sent, 1297.0 records/sec (126.66 MB/sec), 161.1 ms avg latency, 499.0 ms max latency.
6884 records sent, 1376.2 records/sec (134.40 MB/sec), 167.7 ms avg latency, 456.0 ms max latency.
6532 records sent, 1306.4 records/sec (127.58 MB/sec), 173.5 ms avg latency, 533.0 ms max latency.
6650 records sent, 1330.0 records/sec (129.88 MB/sec), 145.8 ms avg latency, 441.0 ms max latency.
6178 records sent, 1235.4 records/sec (120.64 MB/sec), 175.1 ms avg latency, 683.0 ms max latency.
5430 records sent, 1085.8 records/sec (106.03 MB/sec), 205.0 ms avg latency, 706.0 ms max latency.
6818 records sent, 1363.3 records/sec (133.14 MB/sec), 138.8 ms avg latency, 473.0 ms max latency.
6652 records sent, 1330.4 records/sec (129.92 MB/sec), 171.5 ms avg latency, 470.0 ms max latency.
6649 records sent, 1329.5 records/sec (129.84 MB/sec), 155.8 ms avg latency, 483.0 ms max latency.
5990 records sent, 1198.0 records/sec (116.99 MB/sec), 192.8 ms avg latency, 613.0 ms max latency.
6182 records sent, 1236.4 records/sec (120.74 MB/sec), 191.9 ms avg latency, 490.0 ms max latency.
6668 records sent, 1333.6 records/sec (130.23 MB/sec), 174.7 ms avg latency, 405.0 ms max latency.
100000 records sent, 1217.685667 records/sec (118.91 MB/sec), 142.93 ms avg latency, 771.00 ms max latency, 137 ms 50th, 313 ms 95th, 435 ms 99th, 602 ms 99.9th.
