run_id=security-overhead-final-factorial-tls-b5-rf5-isr4-msg102400-tps10000-batch131072-acks1-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf5-isr4-msg102400-tps10000-batch131072-acks1-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2316 records sent, 463.0 records/sec (45.22 MB/sec), 353.8 ms avg latency, 1355.0 ms max latency.
5067 records sent, 1013.4 records/sec (98.96 MB/sec), 11.8 ms avg latency, 66.0 ms max latency.
6128 records sent, 1225.6 records/sec (119.69 MB/sec), 11.5 ms avg latency, 78.0 ms max latency.
5750 records sent, 1150.0 records/sec (112.30 MB/sec), 10.8 ms avg latency, 188.0 ms max latency.
7524 records sent, 1504.8 records/sec (146.95 MB/sec), 16.1 ms avg latency, 122.0 ms max latency.
8153 records sent, 1630.6 records/sec (159.24 MB/sec), 18.4 ms avg latency, 113.0 ms max latency.
8365 records sent, 1673.0 records/sec (163.38 MB/sec), 19.7 ms avg latency, 156.0 ms max latency.
8407 records sent, 1681.4 records/sec (164.20 MB/sec), 12.6 ms avg latency, 110.0 ms max latency.
8180 records sent, 1636.0 records/sec (159.77 MB/sec), 11.9 ms avg latency, 247.0 ms max latency.
8197 records sent, 1639.4 records/sec (160.10 MB/sec), 41.2 ms avg latency, 680.0 ms max latency.
7576 records sent, 1514.3 records/sec (147.88 MB/sec), 115.9 ms avg latency, 1669.0 ms max latency.
8475 records sent, 1695.0 records/sec (165.53 MB/sec), 45.4 ms avg latency, 1246.0 ms max latency.
8337 records sent, 1667.4 records/sec (162.83 MB/sec), 15.3 ms avg latency, 358.0 ms max latency.
100000 records sent, 1437.132633 records/sec (140.34 MB/sec), 34.60 ms avg latency, 1669.00 ms max latency, 8 ms 50th, 133 ms 95th, 641 ms 99th, 1273 ms 99.9th.
