producer_index=6
producer_count=12
producer_records=8333
producer_throughput=83
[2026-04-25 08:39:30,933] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.91:9094 (id: -3 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.01 MB/sec), 17862.0 ms avg latency, 17862.0 ms max latency.
58 records sent, 11.0 records/sec (1.07 MB/sec), 7058.4 ms avg latency, 8613.0 ms max latency.
90 records sent, 17.0 records/sec (1.66 MB/sec), 10288.2 ms avg latency, 13536.0 ms max latency.
132 records sent, 26.0 records/sec (2.54 MB/sec), 13735.9 ms avg latency, 15352.0 ms max latency.
244 records sent, 48.7 records/sec (4.75 MB/sec), 12163.9 ms avg latency, 16104.0 ms max latency.
294 records sent, 57.6 records/sec (5.63 MB/sec), 6232.1 ms avg latency, 8223.0 ms max latency.
353 records sent, 70.0 records/sec (6.83 MB/sec), 5104.3 ms avg latency, 5884.0 ms max latency.
377 records sent, 74.0 records/sec (7.22 MB/sec), 3788.2 ms avg latency, 4520.0 ms max latency.
445 records sent, 89.0 records/sec (8.69 MB/sec), 1733.7 ms avg latency, 3186.0 ms max latency.
344 records sent, 68.8 records/sec (6.71 MB/sec), 156.3 ms avg latency, 729.0 ms max latency.
317 records sent, 63.2 records/sec (6.18 MB/sec), 66.3 ms avg latency, 204.0 ms max latency.
337 records sent, 67.4 records/sec (6.58 MB/sec), 70.5 ms avg latency, 276.0 ms max latency.
321 records sent, 64.1 records/sec (6.26 MB/sec), 53.2 ms avg latency, 242.0 ms max latency.
329 records sent, 65.6 records/sec (6.41 MB/sec), 56.6 ms avg latency, 218.0 ms max latency.
349 records sent, 69.6 records/sec (6.80 MB/sec), 46.4 ms avg latency, 169.0 ms max latency.
370 records sent, 73.4 records/sec (7.16 MB/sec), 42.4 ms avg latency, 208.0 ms max latency.
380 records sent, 76.0 records/sec (7.42 MB/sec), 48.3 ms avg latency, 179.0 ms max latency.
394 records sent, 78.2 records/sec (7.64 MB/sec), 44.9 ms avg latency, 189.0 ms max latency.
379 records sent, 75.4 records/sec (7.37 MB/sec), 58.7 ms avg latency, 314.0 ms max latency.
388 records sent, 77.3 records/sec (7.55 MB/sec), 61.8 ms avg latency, 448.0 ms max latency.
353 records sent, 70.4 records/sec (6.87 MB/sec), 35.1 ms avg latency, 119.0 ms max latency.
396 records sent, 79.1 records/sec (7.72 MB/sec), 41.4 ms avg latency, 164.0 ms max latency.
402 records sent, 80.1 records/sec (7.82 MB/sec), 45.3 ms avg latency, 173.0 ms max latency.
387 records sent, 77.4 records/sec (7.56 MB/sec), 35.5 ms avg latency, 146.0 ms max latency.
404 records sent, 79.4 records/sec (7.76 MB/sec), 37.4 ms avg latency, 159.0 ms max latency.
468 records sent, 93.5 records/sec (9.13 MB/sec), 31.5 ms avg latency, 166.0 ms max latency.
8333 records sent, 57.358994 records/sec (5.60 MB/sec), 1476.95 ms avg latency, 17862.00 ms max latency, 50 ms 50th, 8821 ms 95th, 14606 ms 99th, 15563 ms 99.9th.
