producer_index=5
producer_count=6
producer_records=16666
producer_throughput=166
256 records sent, 51.0 records/sec (0.05 MB/sec), 573.5 ms avg latency, 4703.0 ms max latency.
1410 records sent, 281.8 records/sec (0.28 MB/sec), 248.1 ms avg latency, 761.0 ms max latency.
830 records sent, 165.6 records/sec (0.16 MB/sec), 9.3 ms avg latency, 44.0 ms max latency.
833 records sent, 166.3 records/sec (0.16 MB/sec), 9.5 ms avg latency, 61.0 ms max latency.
830 records sent, 165.9 records/sec (0.16 MB/sec), 10.0 ms avg latency, 59.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 10.9 ms avg latency, 79.0 ms max latency.
831 records sent, 166.1 records/sec (0.16 MB/sec), 11.1 ms avg latency, 69.0 ms max latency.
831 records sent, 166.1 records/sec (0.16 MB/sec), 10.3 ms avg latency, 57.0 ms max latency.
832 records sent, 166.2 records/sec (0.16 MB/sec), 9.1 ms avg latency, 62.0 ms max latency.
831 records sent, 166.1 records/sec (0.16 MB/sec), 6.7 ms avg latency, 24.0 ms max latency.
829 records sent, 165.8 records/sec (0.16 MB/sec), 7.4 ms avg latency, 26.0 ms max latency.
833 records sent, 166.6 records/sec (0.16 MB/sec), 7.0 ms avg latency, 32.0 ms max latency.
832 records sent, 166.3 records/sec (0.16 MB/sec), 6.8 ms avg latency, 29.0 ms max latency.
832 records sent, 166.2 records/sec (0.16 MB/sec), 6.6 ms avg latency, 21.0 ms max latency.
830 records sent, 165.9 records/sec (0.16 MB/sec), 6.4 ms avg latency, 18.0 ms max latency.
832 records sent, 166.2 records/sec (0.16 MB/sec), 6.3 ms avg latency, 20.0 ms max latency.
830 records sent, 166.0 records/sec (0.16 MB/sec), 6.6 ms avg latency, 19.0 ms max latency.
831 records sent, 166.2 records/sec (0.16 MB/sec), 6.4 ms avg latency, 21.0 ms max latency.
830 records sent, 165.9 records/sec (0.16 MB/sec), 6.3 ms avg latency, 14.0 ms max latency.
831 records sent, 166.2 records/sec (0.16 MB/sec), 6.6 ms avg latency, 18.0 ms max latency.
16666 records sent, 165.951388 records/sec (0.16 MB/sec), 36.96 ms avg latency, 4703.00 ms max latency, 7 ms 50th, 101 ms 95th, 661 ms 99th, 748 ms 99.9th.
