producer_index=6
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.00 MB/sec), 6047.0 ms avg latency, 6047.0 ms max latency.
684 records sent, 128.5 records/sec (1.26 MB/sec), 6497.9 ms avg latency, 17936.0 ms max latency.
1152 records sent, 228.7 records/sec (2.23 MB/sec), 7928.6 ms avg latency, 11453.0 ms max latency.
898 records sent, 179.0 records/sec (1.75 MB/sec), 2100.0 ms avg latency, 10385.0 ms max latency.
419 records sent, 83.5 records/sec (0.82 MB/sec), 33.1 ms avg latency, 87.0 ms max latency.
420 records sent, 84.0 records/sec (0.82 MB/sec), 21.0 ms avg latency, 73.0 ms max latency.
416 records sent, 83.1 records/sec (0.81 MB/sec), 13.3 ms avg latency, 42.0 ms max latency.
416 records sent, 83.1 records/sec (0.81 MB/sec), 12.7 ms avg latency, 45.0 ms max latency.
415 records sent, 82.9 records/sec (0.81 MB/sec), 12.6 ms avg latency, 35.0 ms max latency.
416 records sent, 83.1 records/sec (0.81 MB/sec), 11.4 ms avg latency, 44.0 ms max latency.
417 records sent, 83.1 records/sec (0.81 MB/sec), 14.2 ms avg latency, 72.0 ms max latency.
416 records sent, 83.0 records/sec (0.81 MB/sec), 13.0 ms avg latency, 53.0 ms max latency.
417 records sent, 83.4 records/sec (0.81 MB/sec), 12.5 ms avg latency, 49.0 ms max latency.
417 records sent, 83.3 records/sec (0.81 MB/sec), 12.2 ms avg latency, 52.0 ms max latency.
416 records sent, 83.0 records/sec (0.81 MB/sec), 11.5 ms avg latency, 38.0 ms max latency.
416 records sent, 83.1 records/sec (0.81 MB/sec), 10.8 ms avg latency, 27.0 ms max latency.
416 records sent, 82.9 records/sec (0.81 MB/sec), 11.2 ms avg latency, 34.0 ms max latency.
8333 records sent, 82.904699 records/sec (0.81 MB/sec), 1866.20 ms avg latency, 17936.00 ms max latency, 15 ms 50th, 8663 ms 95th, 10726 ms 99th, 11412 ms 99.9th.
