producer_index=10
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.00 MB/sec), 19462.0 ms avg latency, 19462.0 ms max latency.
467 records sent, 86.4 records/sec (0.84 MB/sec), 8200.6 ms avg latency, 10106.0 ms max latency.
1031 records sent, 198.7 records/sec (1.94 MB/sec), 9891.1 ms avg latency, 12241.0 ms max latency.
1417 records sent, 281.3 records/sec (2.75 MB/sec), 5782.9 ms avg latency, 12596.0 ms max latency.
421 records sent, 83.9 records/sec (0.82 MB/sec), 61.3 ms avg latency, 155.0 ms max latency.
419 records sent, 83.6 records/sec (0.82 MB/sec), 34.6 ms avg latency, 102.0 ms max latency.
416 records sent, 83.0 records/sec (0.81 MB/sec), 21.1 ms avg latency, 63.0 ms max latency.
418 records sent, 83.3 records/sec (0.81 MB/sec), 15.7 ms avg latency, 63.0 ms max latency.
416 records sent, 83.0 records/sec (0.81 MB/sec), 15.5 ms avg latency, 42.0 ms max latency.
419 records sent, 83.6 records/sec (0.82 MB/sec), 15.4 ms avg latency, 53.0 ms max latency.
416 records sent, 83.0 records/sec (0.81 MB/sec), 14.5 ms avg latency, 44.0 ms max latency.
416 records sent, 83.1 records/sec (0.81 MB/sec), 16.8 ms avg latency, 76.0 ms max latency.
415 records sent, 82.7 records/sec (0.81 MB/sec), 14.5 ms avg latency, 57.0 ms max latency.
417 records sent, 83.4 records/sec (0.81 MB/sec), 14.6 ms avg latency, 78.0 ms max latency.
415 records sent, 82.8 records/sec (0.81 MB/sec), 13.9 ms avg latency, 37.0 ms max latency.
416 records sent, 83.2 records/sec (0.81 MB/sec), 13.9 ms avg latency, 74.0 ms max latency.
8333 records sent, 82.689159 records/sec (0.81 MB/sec), 2682.31 ms avg latency, 19462.00 ms max latency, 22 ms 50th, 10719 ms 95th, 12002 ms 99th, 12561 ms 99.9th.
