producer_index=9
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 4067.0 ms avg latency, 4067.0 ms max latency.
42 records sent, 8.3 records/sec (0.81 MB/sec), 6806.7 ms avg latency, 17356.0 ms max latency.
96 records sent, 18.6 records/sec (1.81 MB/sec), 9063.7 ms avg latency, 11002.0 ms max latency.
180 records sent, 35.5 records/sec (3.47 MB/sec), 10605.6 ms avg latency, 11955.0 ms max latency.
322 records sent, 63.8 records/sec (6.23 MB/sec), 5397.8 ms avg latency, 10384.0 ms max latency.
336 records sent, 66.8 records/sec (6.52 MB/sec), 3241.2 ms avg latency, 4199.0 ms max latency.
380 records sent, 75.7 records/sec (7.39 MB/sec), 1417.9 ms avg latency, 2769.0 ms max latency.
260 records sent, 51.3 records/sec (5.01 MB/sec), 129.7 ms avg latency, 375.0 ms max latency.
286 records sent, 56.3 records/sec (5.50 MB/sec), 101.3 ms avg latency, 286.0 ms max latency.
308 records sent, 61.1 records/sec (5.97 MB/sec), 72.7 ms avg latency, 261.0 ms max latency.
308 records sent, 61.4 records/sec (6.00 MB/sec), 67.0 ms avg latency, 222.0 ms max latency.
312 records sent, 61.8 records/sec (6.03 MB/sec), 71.5 ms avg latency, 292.0 ms max latency.
301 records sent, 59.2 records/sec (5.78 MB/sec), 76.7 ms avg latency, 320.0 ms max latency.
302 records sent, 60.2 records/sec (5.88 MB/sec), 78.9 ms avg latency, 262.0 ms max latency.
308 records sent, 61.4 records/sec (6.00 MB/sec), 59.9 ms avg latency, 161.0 ms max latency.
325 records sent, 64.7 records/sec (6.32 MB/sec), 46.5 ms avg latency, 159.0 ms max latency.
332 records sent, 66.2 records/sec (6.46 MB/sec), 61.4 ms avg latency, 234.0 ms max latency.
333 records sent, 65.8 records/sec (6.43 MB/sec), 45.9 ms avg latency, 158.0 ms max latency.
311 records sent, 62.1 records/sec (6.06 MB/sec), 64.7 ms avg latency, 296.0 ms max latency.
341 records sent, 68.0 records/sec (6.64 MB/sec), 55.7 ms avg latency, 254.0 ms max latency.
307 records sent, 59.8 records/sec (5.84 MB/sec), 193.6 ms avg latency, 771.0 ms max latency.
359 records sent, 70.8 records/sec (6.91 MB/sec), 258.7 ms avg latency, 1085.0 ms max latency.
332 records sent, 66.4 records/sec (6.48 MB/sec), 53.5 ms avg latency, 274.0 ms max latency.
323 records sent, 64.4 records/sec (6.29 MB/sec), 43.5 ms avg latency, 165.0 ms max latency.
323 records sent, 64.2 records/sec (6.27 MB/sec), 57.2 ms avg latency, 231.0 ms max latency.
338 records sent, 67.0 records/sec (6.55 MB/sec), 57.2 ms avg latency, 195.0 ms max latency.
327 records sent, 65.3 records/sec (6.38 MB/sec), 55.9 ms avg latency, 254.0 ms max latency.
337 records sent, 66.6 records/sec (6.50 MB/sec), 41.1 ms avg latency, 166.0 ms max latency.
8333 records sent, 52.425291 records/sec (5.12 MB/sec), 838.42 ms avg latency, 17356.00 ms max latency, 60 ms 50th, 5471 ms 95th, 10795 ms 99th, 11703 ms 99.9th.
