producer_index=8
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.00 MB/sec), 6655.0 ms avg latency, 6655.0 ms max latency.
980 records sent, 195.5 records/sec (0.19 MB/sec), 221.9 ms avg latency, 538.0 ms max latency.
417 records sent, 83.4 records/sec (0.08 MB/sec), 17.5 ms avg latency, 40.0 ms max latency.
415 records sent, 82.8 records/sec (0.08 MB/sec), 9.7 ms avg latency, 22.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 11.3 ms avg latency, 23.0 ms max latency.
417 records sent, 83.2 records/sec (0.08 MB/sec), 11.2 ms avg latency, 26.0 ms max latency.
415 records sent, 83.0 records/sec (0.08 MB/sec), 11.3 ms avg latency, 31.0 ms max latency.
416 records sent, 82.9 records/sec (0.08 MB/sec), 10.3 ms avg latency, 20.0 ms max latency.
416 records sent, 83.2 records/sec (0.08 MB/sec), 9.2 ms avg latency, 17.0 ms max latency.
418 records sent, 83.4 records/sec (0.08 MB/sec), 10.3 ms avg latency, 34.0 ms max latency.
414 records sent, 82.8 records/sec (0.08 MB/sec), 9.6 ms avg latency, 28.0 ms max latency.
417 records sent, 83.2 records/sec (0.08 MB/sec), 9.6 ms avg latency, 17.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 9.5 ms avg latency, 29.0 ms max latency.
415 records sent, 82.9 records/sec (0.08 MB/sec), 8.8 ms avg latency, 26.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 7.6 ms avg latency, 14.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 6.7 ms avg latency, 13.0 ms max latency.
417 records sent, 83.1 records/sec (0.08 MB/sec), 6.8 ms avg latency, 20.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 7.3 ms avg latency, 14.0 ms max latency.
415 records sent, 83.0 records/sec (0.08 MB/sec), 6.2 ms avg latency, 10.0 ms max latency.
8333 records sent, 82.977346 records/sec (0.08 MB/sec), 35.24 ms avg latency, 6655.00 ms max latency, 9 ms 50th, 239 ms 95th, 515 ms 99th, 528 ms 99.9th.
