producer_index=1
producer_count=12
producer_records=8334
producer_throughput=834
1 records sent, 0.1 records/sec (0.01 MB/sec), 17513.0 ms avg latency, 17513.0 ms max latency.
58 records sent, 10.9 records/sec (1.06 MB/sec), 7096.3 ms avg latency, 8843.0 ms max latency.
156 records sent, 30.7 records/sec (2.99 MB/sec), 10171.4 ms avg latency, 11429.0 ms max latency.
168 records sent, 32.6 records/sec (3.19 MB/sec), 8890.2 ms avg latency, 12051.0 ms max latency.
136 records sent, 26.7 records/sec (2.60 MB/sec), 8079.5 ms avg latency, 9469.0 ms max latency.
150 records sent, 29.9 records/sec (2.92 MB/sec), 9116.7 ms avg latency, 10065.0 ms max latency.
162 records sent, 31.8 records/sec (3.10 MB/sec), 8525.2 ms avg latency, 9684.0 ms max latency.
375 records sent, 74.6 records/sec (7.28 MB/sec), 4962.8 ms avg latency, 8664.0 ms max latency.
452 records sent, 89.8 records/sec (8.77 MB/sec), 2083.3 ms avg latency, 3347.0 ms max latency.
432 records sent, 86.3 records/sec (8.43 MB/sec), 661.6 ms avg latency, 1461.0 ms max latency.
347 records sent, 67.6 records/sec (6.60 MB/sec), 94.5 ms avg latency, 355.0 ms max latency.
334 records sent, 66.5 records/sec (6.49 MB/sec), 93.4 ms avg latency, 452.0 ms max latency.
358 records sent, 71.2 records/sec (6.95 MB/sec), 85.5 ms avg latency, 232.0 ms max latency.
353 records sent, 70.6 records/sec (6.89 MB/sec), 60.6 ms avg latency, 192.0 ms max latency.
344 records sent, 68.0 records/sec (6.64 MB/sec), 84.6 ms avg latency, 264.0 ms max latency.
370 records sent, 74.0 records/sec (7.23 MB/sec), 60.0 ms avg latency, 207.0 ms max latency.
368 records sent, 73.5 records/sec (7.17 MB/sec), 60.8 ms avg latency, 239.0 ms max latency.
366 records sent, 73.2 records/sec (7.15 MB/sec), 61.3 ms avg latency, 249.0 ms max latency.
357 records sent, 71.4 records/sec (6.97 MB/sec), 98.9 ms avg latency, 572.0 ms max latency.
367 records sent, 73.1 records/sec (7.14 MB/sec), 48.4 ms avg latency, 267.0 ms max latency.
368 records sent, 73.2 records/sec (7.15 MB/sec), 52.9 ms avg latency, 219.0 ms max latency.
490 records sent, 97.8 records/sec (9.55 MB/sec), 313.0 ms avg latency, 1132.0 ms max latency.
420 records sent, 83.6 records/sec (8.16 MB/sec), 82.1 ms avg latency, 274.0 ms max latency.
360 records sent, 72.0 records/sec (7.03 MB/sec), 43.9 ms avg latency, 154.0 ms max latency.
393 records sent, 78.5 records/sec (7.66 MB/sec), 58.7 ms avg latency, 224.0 ms max latency.
486 records sent, 97.0 records/sec (9.48 MB/sec), 30.4 ms avg latency, 138.0 ms max latency.
8334 records sent, 57.223290 records/sec (5.59 MB/sec), 1316.88 ms avg latency, 17513.00 ms max latency, 73 ms 50th, 8813 ms 95th, 10558 ms 99th, 11394 ms 99.9th.
