sweep_value,run_count,throughput_records_per_sec_mean,throughput_records_per_sec_min,throughput_records_per_sec_max,throughput_mb_per_sec_mean,throughput_mb_per_sec_min,throughput_mb_per_sec_max,avg_latency_ms_mean,avg_latency_ms_min,avg_latency_ms_max,max_latency_ms_mean,max_latency_ms_min,max_latency_ms_max
1024,3,4990.684192,4989.77097,4991.76359,4.87,4.87,4.87,7.036666666666666,7.0,7.09,545.3333333333334,526.0,579.0
10240,3,4990.767213666667,4989.77097,4991.76359,48.74,48.73,48.75,25.820000000000004,21.08,32.27,564,549.0,574.0
102400,3,1212.955181,1208.532238,1217.329909,118.45333333333332,118.02,118.88,228.32000000000002,223.84,231.04,1325.6666666666667,1175.0,1447.0
