producer_index=4
producer_count=12
producer_records=8334
producer_throughput=84
1 records sent, 0.1 records/sec (0.01 MB/sec), 9055.0 ms avg latency, 9055.0 ms max latency.
216 records sent, 42.7 records/sec (4.17 MB/sec), 824.5 ms avg latency, 2018.0 ms max latency.
211 records sent, 41.8 records/sec (4.08 MB/sec), 172.4 ms avg latency, 392.0 ms max latency.
210 records sent, 42.0 records/sec (4.10 MB/sec), 129.8 ms avg latency, 334.0 ms max latency.
233 records sent, 45.7 records/sec (4.47 MB/sec), 77.9 ms avg latency, 260.0 ms max latency.
321 records sent, 64.1 records/sec (6.26 MB/sec), 76.0 ms avg latency, 342.0 ms max latency.
339 records sent, 67.7 records/sec (6.62 MB/sec), 54.8 ms avg latency, 301.0 ms max latency.
354 records sent, 70.8 records/sec (6.91 MB/sec), 47.1 ms avg latency, 151.0 ms max latency.
347 records sent, 69.2 records/sec (6.76 MB/sec), 46.5 ms avg latency, 151.0 ms max latency.
305 records sent, 60.0 records/sec (5.86 MB/sec), 59.4 ms avg latency, 173.0 ms max latency.
316 records sent, 62.4 records/sec (6.10 MB/sec), 51.7 ms avg latency, 233.0 ms max latency.
297 records sent, 59.4 records/sec (5.80 MB/sec), 47.2 ms avg latency, 206.0 ms max latency.
298 records sent, 59.0 records/sec (5.76 MB/sec), 49.8 ms avg latency, 230.0 ms max latency.
309 records sent, 61.3 records/sec (5.99 MB/sec), 50.3 ms avg latency, 169.0 ms max latency.
285 records sent, 56.1 records/sec (5.48 MB/sec), 50.9 ms avg latency, 305.0 ms max latency.
284 records sent, 56.7 records/sec (5.54 MB/sec), 47.8 ms avg latency, 202.0 ms max latency.
283 records sent, 56.1 records/sec (5.48 MB/sec), 50.8 ms avg latency, 180.0 ms max latency.
281 records sent, 55.7 records/sec (5.44 MB/sec), 38.2 ms avg latency, 142.0 ms max latency.
283 records sent, 56.4 records/sec (5.51 MB/sec), 40.7 ms avg latency, 208.0 ms max latency.
276 records sent, 54.8 records/sec (5.35 MB/sec), 56.1 ms avg latency, 265.0 ms max latency.
314 records sent, 62.8 records/sec (6.13 MB/sec), 61.4 ms avg latency, 264.0 ms max latency.
297 records sent, 58.6 records/sec (5.72 MB/sec), 48.7 ms avg latency, 291.0 ms max latency.
300 records sent, 59.5 records/sec (5.81 MB/sec), 36.2 ms avg latency, 166.0 ms max latency.
285 records sent, 56.8 records/sec (5.54 MB/sec), 48.8 ms avg latency, 256.0 ms max latency.
309 records sent, 61.6 records/sec (6.01 MB/sec), 45.3 ms avg latency, 155.0 ms max latency.
313 records sent, 62.3 records/sec (6.08 MB/sec), 43.6 ms avg latency, 195.0 ms max latency.
316 records sent, 62.2 records/sec (6.07 MB/sec), 39.0 ms avg latency, 142.0 ms max latency.
311 records sent, 61.7 records/sec (6.03 MB/sec), 40.7 ms avg latency, 135.0 ms max latency.
295 records sent, 58.8 records/sec (5.75 MB/sec), 36.0 ms avg latency, 141.0 ms max latency.
8334 records sent, 54.361155 records/sec (5.31 MB/sec), 75.83 ms avg latency, 9055.00 ms max latency, 40 ms 50th, 190 ms 95th, 1001 ms 99th, 1735 ms 99.9th.
