producer_index=5
producer_count=12
producer_records=8333
producer_throughput=833
[2026-04-25 12:44:04,119] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.238:9094 (id: -2 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.0 records/sec (0.00 MB/sec), 19927.0 ms avg latency, 19927.0 ms max latency.
48 records sent, 8.9 records/sec (0.87 MB/sec), 7896.1 ms avg latency, 9157.0 ms max latency.
78 records sent, 15.3 records/sec (1.49 MB/sec), 9964.6 ms avg latency, 11620.0 ms max latency.
102 records sent, 20.1 records/sec (1.96 MB/sec), 13116.4 ms avg latency, 14309.0 ms max latency.
125 records sent, 24.5 records/sec (2.39 MB/sec), 15260.8 ms avg latency, 17099.0 ms max latency.
126 records sent, 24.8 records/sec (2.42 MB/sec), 15334.9 ms avg latency, 17929.0 ms max latency.
132 records sent, 25.5 records/sec (2.49 MB/sec), 13037.0 ms avg latency, 13944.0 ms max latency.
138 records sent, 26.9 records/sec (2.63 MB/sec), 12937.1 ms avg latency, 13703.0 ms max latency.
233 records sent, 46.4 records/sec (4.53 MB/sec), 10995.1 ms avg latency, 13192.0 ms max latency.
360 records sent, 71.1 records/sec (6.95 MB/sec), 5316.8 ms avg latency, 8665.0 ms max latency.
346 records sent, 68.6 records/sec (6.70 MB/sec), 1905.8 ms avg latency, 3433.0 ms max latency.
266 records sent, 52.1 records/sec (5.09 MB/sec), 104.8 ms avg latency, 352.0 ms max latency.
282 records sent, 56.4 records/sec (5.50 MB/sec), 74.4 ms avg latency, 300.0 ms max latency.
254 records sent, 50.8 records/sec (4.96 MB/sec), 93.3 ms avg latency, 242.0 ms max latency.
310 records sent, 61.9 records/sec (6.04 MB/sec), 92.9 ms avg latency, 276.0 ms max latency.
139 records sent, 27.7 records/sec (2.70 MB/sec), 51.7 ms avg latency, 210.0 ms max latency.
308 records sent, 61.5 records/sec (6.00 MB/sec), 66.8 ms avg latency, 228.0 ms max latency.
295 records sent, 58.7 records/sec (5.74 MB/sec), 93.6 ms avg latency, 347.0 ms max latency.
285 records sent, 56.8 records/sec (5.54 MB/sec), 65.8 ms avg latency, 233.0 ms max latency.
291 records sent, 57.3 records/sec (5.59 MB/sec), 70.1 ms avg latency, 252.0 ms max latency.
294 records sent, 58.5 records/sec (5.71 MB/sec), 69.1 ms avg latency, 297.0 ms max latency.
298 records sent, 59.5 records/sec (5.81 MB/sec), 84.1 ms avg latency, 428.0 ms max latency.
311 records sent, 61.9 records/sec (6.05 MB/sec), 93.1 ms avg latency, 387.0 ms max latency.
301 records sent, 60.1 records/sec (5.87 MB/sec), 69.1 ms avg latency, 267.0 ms max latency.
299 records sent, 59.7 records/sec (5.83 MB/sec), 54.1 ms avg latency, 206.0 ms max latency.
326 records sent, 65.0 records/sec (6.35 MB/sec), 61.4 ms avg latency, 197.0 ms max latency.
325 records sent, 64.2 records/sec (6.27 MB/sec), 60.9 ms avg latency, 222.0 ms max latency.
315 records sent, 63.0 records/sec (6.15 MB/sec), 74.7 ms avg latency, 308.0 ms max latency.
309 records sent, 61.3 records/sec (5.99 MB/sec), 56.3 ms avg latency, 226.0 ms max latency.
355 records sent, 70.4 records/sec (6.88 MB/sec), 65.2 ms avg latency, 214.0 ms max latency.
331 records sent, 66.0 records/sec (6.45 MB/sec), 62.0 ms avg latency, 225.0 ms max latency.
511 records sent, 102.1 records/sec (9.97 MB/sec), 40.4 ms avg latency, 239.0 ms max latency.
8333 records sent, 46.878076 records/sec (4.58 MB/sec), 1854.00 ms avg latency, 19927.00 ms max latency, 71 ms 50th, 13125 ms 95th, 15906 ms 99th, 17028 ms 99.9th.
