producer_index=6
producer_count=12
producer_records=8333
producer_throughput=83
[2026-04-22 15:26:15,668] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.69:9094 (id: -1 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.0 records/sec (0.00 MB/sec), 7010.0 ms avg latency, 7010.0 ms max latency.
63 records sent, 12.1 records/sec (1.18 MB/sec), 8878.9 ms avg latency, 20446.0 ms max latency.
90 records sent, 17.4 records/sec (1.70 MB/sec), 11819.8 ms avg latency, 14459.0 ms max latency.
144 records sent, 28.5 records/sec (2.79 MB/sec), 14559.5 ms avg latency, 16519.0 ms max latency.
132 records sent, 25.7 records/sec (2.51 MB/sec), 14696.3 ms avg latency, 17098.0 ms max latency.
144 records sent, 28.0 records/sec (2.73 MB/sec), 12304.4 ms avg latency, 13963.0 ms max latency.
149 records sent, 29.0 records/sec (2.83 MB/sec), 11941.5 ms avg latency, 12725.0 ms max latency.
341 records sent, 67.3 records/sec (6.57 MB/sec), 8205.6 ms avg latency, 12357.0 ms max latency.
383 records sent, 76.5 records/sec (7.47 MB/sec), 3880.9 ms avg latency, 5007.0 ms max latency.
443 records sent, 88.2 records/sec (8.62 MB/sec), 2264.4 ms avg latency, 3474.0 ms max latency.
396 records sent, 78.7 records/sec (7.69 MB/sec), 385.4 ms avg latency, 1243.0 ms max latency.
340 records sent, 67.4 records/sec (6.58 MB/sec), 59.9 ms avg latency, 173.0 ms max latency.
352 records sent, 70.3 records/sec (6.87 MB/sec), 66.2 ms avg latency, 260.0 ms max latency.
355 records sent, 70.9 records/sec (6.92 MB/sec), 65.2 ms avg latency, 322.0 ms max latency.
370 records sent, 73.8 records/sec (7.20 MB/sec), 69.8 ms avg latency, 406.0 ms max latency.
373 records sent, 73.9 records/sec (7.22 MB/sec), 58.3 ms avg latency, 295.0 ms max latency.
425 records sent, 84.9 records/sec (8.30 MB/sec), 101.2 ms avg latency, 440.0 ms max latency.
381 records sent, 75.9 records/sec (7.41 MB/sec), 41.9 ms avg latency, 157.0 ms max latency.
429 records sent, 85.8 records/sec (8.38 MB/sec), 63.6 ms avg latency, 426.0 ms max latency.
371 records sent, 74.1 records/sec (7.23 MB/sec), 37.9 ms avg latency, 143.0 ms max latency.
402 records sent, 80.0 records/sec (7.82 MB/sec), 48.6 ms avg latency, 212.0 ms max latency.
431 records sent, 86.1 records/sec (8.41 MB/sec), 46.7 ms avg latency, 175.0 ms max latency.
377 records sent, 75.2 records/sec (7.34 MB/sec), 37.6 ms avg latency, 126.0 ms max latency.
385 records sent, 76.9 records/sec (7.51 MB/sec), 37.6 ms avg latency, 129.0 ms max latency.
379 records sent, 75.5 records/sec (7.37 MB/sec), 36.1 ms avg latency, 161.0 ms max latency.
653 records sent, 130.2 records/sec (12.71 MB/sec), 28.2 ms avg latency, 146.0 ms max latency.
8333 records sent, 56.551659 records/sec (5.52 MB/sec), 1796.88 ms avg latency, 20446.00 ms max latency, 51 ms 50th, 12224 ms 95th, 15184 ms 99th, 16476 ms 99.9th.
