"run_id","benchmark_type","security_mode","baseline_name","sweep_name","sweep_variable","sweep_value","trial_index","trial_count","broker_count","partitions","replication_factor","min_insync_replicas","num_records","record_size_bytes","throughput_limit_records_per_sec","producer_count","consumer_count","batch_size","linger_ms","acks","compression_type","records_sent","records_consumed","throughput_records_per_sec","throughput_mb_per_sec","data_consumed_mb","avg_latency_ms","max_latency_ms","rebalance_time_ms","fetch_time_ms","producer_count_observed","producer_throughput_records_per_sec_min","producer_throughput_records_per_sec_max","producer_avg_latency_ms_min","producer_avg_latency_ms_max","interval_summary_count","interval_avg_latency_ms_p95","interval_avg_latency_ms_p99","interval_max_latency_ms_p95","interval_max_latency_ms_p99","telemetry_host_count","benchmark_client_cpu_percent_mean","broker_cpu_percent_mean","broker_cpu_percent_max_mean","benchmark_client_memory_used_percent_mean","broker_memory_used_percent_mean","benchmark_client_network_rx_bytes_delta","benchmark_client_network_tx_bytes_delta","broker_network_rx_bytes_delta_mean","broker_network_tx_bytes_delta_mean","broker_network_rx_bytes_delta_total","broker_network_tx_bytes_delta_total","benchmark_client_disk_read_sectors_delta","benchmark_client_disk_write_sectors_delta","broker_disk_read_sectors_delta_mean","broker_disk_write_sectors_delta_mean","broker_disk_read_sectors_delta_total","broker_disk_write_sectors_delta_total"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial1","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.690096","0.98","null","4.32","666.0","null","null","1","999.690096","999.690096","4.32","4.32","19","4.929999999999986","9.466000000000001","98.09999999999866","552.4200000000002","6","24.382363636363635","16.159568822560374","34.136","10.424000000000001","23.057228016153285","3647517","108542648","66713682.0","46322210.8","333568410","231611054","0","17232","0.0","161145.6","0","805728"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial2","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.730073","0.98","null","4.1","648.0","null","null","1","999.730073","999.730073","4.1","4.1","19","4.399999999999996","5.840000000000001","89.09999999999867","536.2200000000003","6","24.663963963963962","16.292713101710294","34.464","10.394054054054054","23.038914588041973","3634804","108533831","66706423.0","46313762.4","333532115","231568812","0","26424","0.0","166289.6","0","831448"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial3","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.730073","0.98","null","4.15","663.0","null","null","1","999.730073","999.730073","4.15","4.15","19","4.519999999999993","6.824000000000002","103.19999999999868","551.0400000000002","6","24.942342342342343","16.102094773469798","33.3","10.407927927927927","23.047028370658744","3643016","108535055","66714163.2","46323535.0","333570816","231617675","0","34768","0.0","161747.2","0","808736"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial1","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.460291","0.98","null","4.07","562.0","null","null","1","999.460291","999.460291","4.07","4.07","19","4.379999999999996","5.676","86.79999999999887","466.96000000000015","6","24.39846846846847","15.918626959962818","37.546","10.20936936936937","23.031124109715645","3656584","108285898","66550840.2","46208692.0","332754201","231043460","0","19640","0.0","166550.4","0","832752"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial2","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.770053","0.98","null","4.11","607.0","null","null","1","999.770053","999.770053","4.11","4.11","19","4.5499999999999945","6.3500000000000005","85.89999999999877","502.78000000000014","6","24.240000000000002","16.116119060117615","34.164","10.178636363636365","23.034842920290046","3652393","108271459","66553820.0","46214153.2","332769100","231070766","0","19600","0.0","161923.2","0","809616"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.740068","0.98","null","4.3","590.0","null","null","1","999.740068","999.740068","4.3","4.3","19","4.9899999999999896","8.518","101.29999999999885","492.26000000000016","6","24.81418181818182","16.745142668074337","42.45399999999999","10.156363636363636","23.06425298565672","3643972","108270156","66540484.0","46199042.2","332702420","230995211","0","17408","0.0","163892.8","0","819464"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial1","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","998.244687","0.96","null","57.6409163","9353.0","null","null","12","82.815714","83.96216","32.94","83.23","227","5670.519999999916","8667.66","5831.799999999922","8667.66","6","93.50008849557523","20.352769487656854","35.525999999999996","24.906814159292033","23.035590421394847","15197690","124882547","80151480.2","60422360.0","400757401","302111800","0","56864","0.0","175729.6","0","878648"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial2","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","998.990164","0.96","null","55.9860663","9305.0","null","null","12","82.763895","83.891165","31.54","80.04","226","5666.95","9138.25","5795.25","9138.25","6","92.5572268907563","20.126056201122747","36.408","25.082100840336135","23.047699748343152","15136643","124817715","80103014.2","60358969.0","400515071","301794845","0","53176","0.0","174227.2","0","871136"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial3","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","998.536753","0.96","null","60.0582322","9373.0","null","null","12","82.739242","83.865839","43.21","80.18","225","6467.1599999998725","9128.039999999997","6584.1999999998825","9128.039999999997","6","92.5638655462185","20.08481143809812","34.96","25.09831932773109","23.05230986845386","15072312","124694280","80036263.6","60306962.0","400181318","301534810","0","51824","0.0","177094.4","0","885472"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial1","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","none","100000","null","997.2472339999999","0.96","null","53.126560700000006","9531.0","null","null","12","82.570353","83.773107","40.93","66.97","227","5178.549999999922","8682.060000000001","5335.299999999928","8682.060000000001","6","93.58731092436975","20.007160876999635","37.708","21.275126050420166","23.076925560102147","15345850","124085534","79731352.6","60213237.4","398656763","301066187","0","41848","0.0","175267.2","0","876336"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial2","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","none","100000","null","998.201622","0.96","null","50.7535787","9663.0","null","null","12","82.851944","83.824506","24.59","64.7","226","5161.45","8849.25","5295.75","8849.25","6","92.3714876033058","20.25936421666868","35.507999999999996","21.203553719008266","23.055853360452097","15758507","124605877","80157857.6","60667055.0","400789288","303335275","0","48616","0.0","175742.4","0","878712"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial3","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","none","100000","null","998.0590540000001","0.96","null","50.8916979","9004.0","null","null","12","82.725278","83.835468","42.11","59.72","228","5041.809999999836","8776.22","5236.199999999848","8776.22","6","92.89151260504202","20.46875661837711","36.86","21.322436974789916","23.064921172482507","15693671","124549711","80057235.4","60563198.4","400286177","302815992","0","55336","0.0","172512.0","0","862560"
"security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-complz4-trial1","producer","plaintext","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","6","1","131072","5","1","lz4","100000","null","999.359387","0.96","null","15.09836","4731.0","null","null","6","165.832496","166.952149","12.64","19.05","116","102.375","167.98999999999992","1120.75","4531.9","6","71.70654867256637","21.401180177545097","39.354","18.3570796460177","23.07473205547734","17169823","127560314","82582636.8","63001000.2","412913184","315005001","0","39056","0.0","174348.8","0","871744"
