producer_index=8
producer_count=12
producer_records=8333
producer_throughput=83
[2026-04-24 23:20:08,026] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.69:9094 (id: -1 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.00 MB/sec), 2702.0 ms avg latency, 2702.0 ms max latency.
1869 records sent, 373.4 records/sec (0.36 MB/sec), 3131.8 ms avg latency, 17496.0 ms max latency.
417 records sent, 83.4 records/sec (0.08 MB/sec), 35.3 ms avg latency, 105.0 ms max latency.
418 records sent, 83.3 records/sec (0.08 MB/sec), 20.8 ms avg latency, 87.0 ms max latency.
415 records sent, 83.0 records/sec (0.08 MB/sec), 16.0 ms avg latency, 64.0 ms max latency.
417 records sent, 83.3 records/sec (0.08 MB/sec), 16.5 ms avg latency, 58.0 ms max latency.
417 records sent, 83.3 records/sec (0.08 MB/sec), 14.3 ms avg latency, 51.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 15.7 ms avg latency, 94.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 14.9 ms avg latency, 67.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 15.3 ms avg latency, 88.0 ms max latency.
415 records sent, 82.4 records/sec (0.08 MB/sec), 13.9 ms avg latency, 62.0 ms max latency.
421 records sent, 84.1 records/sec (0.08 MB/sec), 13.3 ms avg latency, 80.0 ms max latency.
416 records sent, 83.2 records/sec (0.08 MB/sec), 13.4 ms avg latency, 52.0 ms max latency.
416 records sent, 83.2 records/sec (0.08 MB/sec), 14.4 ms avg latency, 97.0 ms max latency.
416 records sent, 82.9 records/sec (0.08 MB/sec), 12.8 ms avg latency, 57.0 ms max latency.
414 records sent, 82.8 records/sec (0.08 MB/sec), 11.4 ms avg latency, 43.0 ms max latency.
418 records sent, 83.5 records/sec (0.08 MB/sec), 12.2 ms avg latency, 69.0 ms max latency.
8333 records sent, 82.976520 records/sec (0.08 MB/sec), 715.03 ms avg latency, 17496.00 ms max latency, 15 ms 50th, 3943 ms 95th, 4629 ms 99th, 5025 ms 99.9th.
