producer_index=2
producer_count=12
producer_records=8334
producer_throughput=84
[2026-05-03 04:38:13,540] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.69:9094 (id: -1 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.00 MB/sec), 19246.0 ms avg latency, 19246.0 ms max latency.
120 records sent, 23.4 records/sec (0.23 MB/sec), 6210.6 ms avg latency, 7752.0 ms max latency.
240 records sent, 47.2 records/sec (0.46 MB/sec), 8578.3 ms avg latency, 10129.0 ms max latency.
481 records sent, 95.6 records/sec (0.93 MB/sec), 11342.1 ms avg latency, 12660.0 ms max latency.
811 records sent, 161.8 records/sec (1.58 MB/sec), 13659.7 ms avg latency, 15007.0 ms max latency.
1270 records sent, 253.0 records/sec (2.47 MB/sec), 13444.4 ms avg latency, 15594.0 ms max latency.
1251 records sent, 247.6 records/sec (2.42 MB/sec), 4512.8 ms avg latency, 9939.0 ms max latency.
425 records sent, 84.9 records/sec (0.83 MB/sec), 19.3 ms avg latency, 93.0 ms max latency.
422 records sent, 84.0 records/sec (0.82 MB/sec), 18.5 ms avg latency, 66.0 ms max latency.
421 records sent, 84.2 records/sec (0.82 MB/sec), 15.8 ms avg latency, 64.0 ms max latency.
421 records sent, 84.1 records/sec (0.82 MB/sec), 14.4 ms avg latency, 41.0 ms max latency.
421 records sent, 84.1 records/sec (0.82 MB/sec), 13.8 ms avg latency, 41.0 ms max latency.
419 records sent, 83.7 records/sec (0.82 MB/sec), 13.3 ms avg latency, 56.0 ms max latency.
422 records sent, 84.3 records/sec (0.82 MB/sec), 13.0 ms avg latency, 60.0 ms max latency.
420 records sent, 83.9 records/sec (0.82 MB/sec), 11.8 ms avg latency, 28.0 ms max latency.
422 records sent, 84.2 records/sec (0.82 MB/sec), 11.4 ms avg latency, 41.0 ms max latency.
8334 records sent, 83.770581 records/sec (0.82 MB/sec), 5055.97 ms avg latency, 19246.00 ms max latency, 34 ms 50th, 14985 ms 95th, 15411 ms 99th, 15545 ms 99.9th.
