4997 records sent, 999.2 records/sec (97.58 MB/sec), 10.1 ms avg latency, 521.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 6.4 ms avg latency, 25.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 7.5 ms avg latency, 57.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 6.4 ms avg latency, 42.0 ms max latency.
4999 records sent, 999.6 records/sec (97.62 MB/sec), 7.0 ms avg latency, 47.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 7.5 ms avg latency, 61.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.9 ms avg latency, 85.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 7.2 ms avg latency, 64.0 ms max latency.
5002 records sent, 1000.2 records/sec (97.68 MB/sec), 6.5 ms avg latency, 48.0 ms max latency.
5002 records sent, 1000.2 records/sec (97.68 MB/sec), 7.5 ms avg latency, 68.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 8.4 ms avg latency, 86.0 ms max latency.
5000 records sent, 999.8 records/sec (97.64 MB/sec), 10.9 ms avg latency, 141.0 ms max latency.
3372 records sent, 659.1 records/sec (64.37 MB/sec), 147.9 ms avg latency, 1113.0 ms max latency.
6749 records sent, 1349.0 records/sec (131.74 MB/sec), 110.2 ms avg latency, 1910.0 ms max latency.
4994 records sent, 998.2 records/sec (97.48 MB/sec), 7.5 ms avg latency, 89.0 ms max latency.
5010 records sent, 1002.0 records/sec (97.85 MB/sec), 7.1 ms avg latency, 72.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 7.7 ms avg latency, 80.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 7.2 ms avg latency, 65.0 ms max latency.
5003 records sent, 1000.4 records/sec (97.70 MB/sec), 6.8 ms avg latency, 57.0 ms max latency.
100000 records sent, 999.640130 records/sec (97.62 MB/sec), 19.18 ms avg latency, 1910.00 ms max latency, 6 ms 50th, 27 ms 95th, 457 ms 99th, 1584 ms 99.9th.
