producer_index=10
producer_count=12
producer_records=8333
producer_throughput=833
[2026-04-25 12:35:43,768] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.91:9094 (id: -3 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.01 MB/sec), 18075.0 ms avg latency, 18075.0 ms max latency.
29 records sent, 5.6 records/sec (0.54 MB/sec), 7392.7 ms avg latency, 8816.0 ms max latency.
78 records sent, 15.3 records/sec (1.49 MB/sec), 10070.5 ms avg latency, 11605.0 ms max latency.
144 records sent, 28.6 records/sec (2.79 MB/sec), 11590.7 ms avg latency, 13079.0 ms max latency.
132 records sent, 25.0 records/sec (2.44 MB/sec), 13168.9 ms avg latency, 14837.0 ms max latency.
120 records sent, 23.7 records/sec (2.31 MB/sec), 12884.1 ms avg latency, 15139.0 ms max latency.
132 records sent, 26.2 records/sec (2.56 MB/sec), 13114.7 ms avg latency, 13651.0 ms max latency.
287 records sent, 57.4 records/sec (5.60 MB/sec), 9860.4 ms avg latency, 13413.0 ms max latency.
339 records sent, 67.7 records/sec (6.61 MB/sec), 4556.9 ms avg latency, 7258.0 ms max latency.
354 records sent, 70.6 records/sec (6.89 MB/sec), 1117.8 ms avg latency, 3281.0 ms max latency.
286 records sent, 56.8 records/sec (5.55 MB/sec), 86.4 ms avg latency, 265.0 ms max latency.
270 records sent, 53.8 records/sec (5.26 MB/sec), 100.2 ms avg latency, 289.0 ms max latency.
243 records sent, 48.3 records/sec (4.72 MB/sec), 84.4 ms avg latency, 253.0 ms max latency.
274 records sent, 54.8 records/sec (5.35 MB/sec), 92.0 ms avg latency, 287.0 ms max latency.
282 records sent, 56.3 records/sec (5.49 MB/sec), 73.3 ms avg latency, 222.0 ms max latency.
322 records sent, 64.4 records/sec (6.29 MB/sec), 80.7 ms avg latency, 267.0 ms max latency.
301 records sent, 60.2 records/sec (5.88 MB/sec), 88.1 ms avg latency, 391.0 ms max latency.
310 records sent, 61.8 records/sec (6.04 MB/sec), 73.8 ms avg latency, 217.0 ms max latency.
311 records sent, 61.8 records/sec (6.04 MB/sec), 84.0 ms avg latency, 278.0 ms max latency.
301 records sent, 60.0 records/sec (5.86 MB/sec), 67.5 ms avg latency, 301.0 ms max latency.
292 records sent, 58.3 records/sec (5.69 MB/sec), 76.5 ms avg latency, 325.0 ms max latency.
316 records sent, 62.7 records/sec (6.12 MB/sec), 65.3 ms avg latency, 243.0 ms max latency.
304 records sent, 60.3 records/sec (5.89 MB/sec), 80.5 ms avg latency, 424.0 ms max latency.
332 records sent, 64.8 records/sec (6.33 MB/sec), 54.1 ms avg latency, 330.0 ms max latency.
302 records sent, 60.1 records/sec (5.87 MB/sec), 61.1 ms avg latency, 276.0 ms max latency.
303 records sent, 60.5 records/sec (5.90 MB/sec), 69.6 ms avg latency, 275.0 ms max latency.
300 records sent, 59.9 records/sec (5.85 MB/sec), 70.7 ms avg latency, 335.0 ms max latency.
320 records sent, 63.6 records/sec (6.21 MB/sec), 55.4 ms avg latency, 297.0 ms max latency.
297 records sent, 59.2 records/sec (5.78 MB/sec), 47.9 ms avg latency, 170.0 ms max latency.
309 records sent, 61.6 records/sec (6.01 MB/sec), 70.1 ms avg latency, 345.0 ms max latency.
327 records sent, 63.8 records/sec (6.23 MB/sec), 49.0 ms avg latency, 177.0 ms max latency.
379 records sent, 75.6 records/sec (7.38 MB/sec), 53.8 ms avg latency, 214.0 ms max latency.
8333 records sent, 47.429863 records/sec (4.63 MB/sec), 1554.05 ms avg latency, 18075.00 ms max latency, 69 ms 50th, 12284 ms 95th, 13427 ms 99th, 14418 ms 99.9th.
