producer_index=3
producer_count=12
producer_records=8334
producer_throughput=834
1 records sent, 0.1 records/sec (0.01 MB/sec), 19004.0 ms avg latency, 19004.0 ms max latency.
71 records sent, 14.1 records/sec (1.38 MB/sec), 8592.4 ms avg latency, 10098.0 ms max latency.
172 records sent, 34.2 records/sec (3.34 MB/sec), 11235.8 ms avg latency, 12723.0 ms max latency.
228 records sent, 44.2 records/sec (4.32 MB/sec), 10320.6 ms avg latency, 13117.0 ms max latency.
306 records sent, 60.7 records/sec (5.93 MB/sec), 6347.8 ms avg latency, 8000.0 ms max latency.
395 records sent, 77.2 records/sec (7.54 MB/sec), 4586.0 ms avg latency, 5585.0 ms max latency.
433 records sent, 85.0 records/sec (8.30 MB/sec), 3020.5 ms avg latency, 3986.0 ms max latency.
446 records sent, 89.0 records/sec (8.69 MB/sec), 1081.3 ms avg latency, 2726.0 ms max latency.
356 records sent, 69.3 records/sec (6.77 MB/sec), 120.8 ms avg latency, 629.0 ms max latency.
354 records sent, 70.4 records/sec (6.88 MB/sec), 87.8 ms avg latency, 681.0 ms max latency.
344 records sent, 68.6 records/sec (6.70 MB/sec), 54.1 ms avg latency, 197.0 ms max latency.
378 records sent, 75.2 records/sec (7.34 MB/sec), 54.3 ms avg latency, 244.0 ms max latency.
367 records sent, 73.4 records/sec (7.17 MB/sec), 49.2 ms avg latency, 149.0 ms max latency.
399 records sent, 79.8 records/sec (7.79 MB/sec), 75.8 ms avg latency, 338.0 ms max latency.
386 records sent, 76.9 records/sec (7.51 MB/sec), 45.9 ms avg latency, 135.0 ms max latency.
412 records sent, 82.4 records/sec (8.04 MB/sec), 56.3 ms avg latency, 213.0 ms max latency.
390 records sent, 78.0 records/sec (7.61 MB/sec), 44.9 ms avg latency, 149.0 ms max latency.
314 records sent, 62.5 records/sec (6.10 MB/sec), 142.8 ms avg latency, 923.0 ms max latency.
449 records sent, 89.6 records/sec (8.75 MB/sec), 415.6 ms avg latency, 1331.0 ms max latency.
406 records sent, 81.1 records/sec (7.92 MB/sec), 51.0 ms avg latency, 237.0 ms max latency.
405 records sent, 80.7 records/sec (7.88 MB/sec), 46.5 ms avg latency, 198.0 ms max latency.
376 records sent, 74.9 records/sec (7.32 MB/sec), 33.6 ms avg latency, 103.0 ms max latency.
421 records sent, 84.1 records/sec (8.21 MB/sec), 43.6 ms avg latency, 180.0 ms max latency.
400 records sent, 79.8 records/sec (7.80 MB/sec), 35.7 ms avg latency, 108.0 ms max latency.
8334 records sent, 60.734144 records/sec (5.93 MB/sec), 1320.49 ms avg latency, 19004.00 ms max latency, 54 ms 50th, 7941 ms 95th, 11970 ms 99th, 12761 ms 99.9th.
