1936 records sent, 387.2 records/sec (37.81 MB/sec), 435.7 ms avg latency, 1477.0 ms max latency.
4460 records sent, 892.0 records/sec (87.11 MB/sec), 6.1 ms avg latency, 39.0 ms max latency.
5315 records sent, 1063.0 records/sec (103.81 MB/sec), 5.9 ms avg latency, 41.0 ms max latency.
5719 records sent, 1143.8 records/sec (111.70 MB/sec), 6.3 ms avg latency, 57.0 ms max latency.
7017 records sent, 1403.4 records/sec (137.05 MB/sec), 6.6 ms avg latency, 42.0 ms max latency.
5559 records sent, 1111.8 records/sec (108.57 MB/sec), 4.6 ms avg latency, 30.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 4.0 ms avg latency, 28.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 3.8 ms avg latency, 30.0 ms max latency.
4998 records sent, 999.6 records/sec (97.62 MB/sec), 4.0 ms avg latency, 41.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 4.1 ms avg latency, 36.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 3.8 ms avg latency, 30.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 3.8 ms avg latency, 25.0 ms max latency.
4916 records sent, 983.0 records/sec (96.00 MB/sec), 17.8 ms avg latency, 278.0 ms max latency.
5088 records sent, 1017.4 records/sec (99.36 MB/sec), 16.0 ms avg latency, 322.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 3.9 ms avg latency, 35.0 ms max latency.
4996 records sent, 999.2 records/sec (97.58 MB/sec), 3.9 ms avg latency, 34.0 ms max latency.
5009 records sent, 1001.8 records/sec (97.83 MB/sec), 3.8 ms avg latency, 27.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 4.0 ms avg latency, 31.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 3.9 ms avg latency, 26.0 ms max latency.
100000 records sent, 999.620144 records/sec (97.62 MB/sec), 14.13 ms avg latency, 1477.00 ms max latency, 4 ms 50th, 15 ms 95th, 323 ms 99th, 997 ms 99.9th.
