benchmark_type,comparison_mode,metric,metric_label,count,rows_worse,rows_better,rows_equal,pct_rows_worse,mean_penalty_pct,median_penalty_pct,paired_effect_dz,sign_test_z,sign_test_p_approx
consumer,tls,throughput_records_per_sec,Throughput records/s,24,24,0,0,100.0,38.70390136440581,37.36275424168429,3.2281495868009955,4.694855340334425,2.6679545936247915e-06
consumer,tls,fetch_time_ms,Consumer fetch time ms,24,24,0,0,100.0,79.58249824972562,61.312549211689586,1.5042804214839902,4.694855340334425,2.6679545936247915e-06
consumer,tls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,24,5,19,0,20.833333333333336,-4.464291620347413,-2.5489601409557494,-0.2875067507119482,-2.65361388801511,0.007963489206549997
consumer,tls,broker_cpu_percent_mean,Broker CPU mean %,24,4,20,0,16.666666666666664,-15.759751948878142,-23.194757980114048,-0.8424441829593206,-3.061862178478973,0.0021996470611130555
consumer,mtls,throughput_records_per_sec,Throughput records/s,24,24,0,0,100.0,31.813112805363676,25.55141756050012,1.885592906070435,4.694855340334425,2.6679545936247915e-06
consumer,mtls,fetch_time_ms,Consumer fetch time ms,24,24,0,0,100.0,69.09988458890189,31.54510961136675,1.1282646465136743,4.694855340334425,2.6679545936247915e-06
consumer,mtls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,24,0,24,0,0.0,-25.186519870111237,-25.220673302373523,-2.12924305842265,-4.694855340334425,2.6679545936247915e-06
consumer,mtls,broker_cpu_percent_mean,Broker CPU mean %,24,0,24,0,0.0,-46.3442135219458,-45.61595330776032,-2.118177340682949,-4.694855340334425,2.6679545936247915e-06
