broker_count,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
3,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,430,7301208.421705427,1887733.3333333335,8876763.340069264,44376.0,283522.6666666667,19862153.333333332,20373170.666666668
3,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,431,7282225.472544469,1904018.6666666667,8870188.09193934,31853.333333333332,267137.3333333334,19688437.333333336,20574584.0
5,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,1296,6189764.607407407,1592969.6,7909597.36798917,15073.6,249430.0,11833608.8,41124512.0
5,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,1296,6129454.513580247,1471945.6,7829025.740722026,16656.0,254468.8,11663682.8,20611715.2
5,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,1296,6136430.402469136,1557592.7999999998,7814937.721788498,17988.8,253348.4,11630270.8,20119699.2
3,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,432,20427.685185185186,0.0,63040.500956050324,0.0,0.0,24836.0,930128.0
3,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,430,23864.87441860465,0.0,65370.47203103993,0.0,0.0,57516.0,1184824.0
3,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,431,18767.66589327146,0.0,51446.71902836919,0.0,0.0,43728.0,815840.0
5,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,1296,32051.896604938273,0.0,112938.72208153679,0.0,0.0,42972.0,1553856.0
5,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,1296,40797.43827160494,0.0,120754.59837188838,0.0,0.0,62924.0,1437752.0
5,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,1296,37803.83950617284,0.0,161129.08800663767,0.0,0.0,27248.0,2249576.0
3,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,432,21856882.925925925,5661516.0,26646858.54799021,124824.0,809070.0,59417548.0,61389688.0
3,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,430,21903625.265116278,5663200.0,26630290.02020779,133128.0,850568.0,59586460.0,61119512.0
3,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,431,21798939.563805103,5712056.0,26557387.03116072,95560.0,801412.0,59050564.0,60887248.0
5,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,1296,30948823.037037037,7964848.0,39547986.83994585,75368.0,1247150.0,59168044.0,205622560.0
5,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,1296,30642818.88271605,7331720.0,39147849.05983759,83280.0,1272344.0,58318414.0,103058576.0
5,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,1296,30682152.01234568,7787964.0,39074688.608942494,89944.0,1266742.0,58151354.0,100598496.0
