acks,comparison_mode,metric,metric_label,count,mean_penalty_pct,median_penalty_pct,std_penalty_pct,min_penalty_pct,q25_penalty_pct,q75_penalty_pct,max_penalty_pct
1,mtls,avg_latency_ms,Average latency ms,864,1053.6599607476717,643.7880804589238,1192.2143473239921,2.6904704183961963,179.81109984157362,1556.5283923986626,8222.997076813586
1,mtls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,864,-3.336776938942924,-0.051554049943425745,17.57106013237268,-93.04913380898391,-3.8472156386234753,2.2449120893092203,242.13168697487419
1,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,8,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0
1,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,864,21.26885399824148,8.085413678880105,72.41354471181793,-84.44041867954911,-10.075244316956342,36.858593837872384,1204.9474689589304
1,mtls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,864,3.107829769879666,2.0487706660602667,14.371766826739215,-72.2462513624757,-7.632342519827802,13.5765305136326,43.21582999397593
1,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,864,36.490771573177184,27.978828219867353,40.95810047566301,-13.386280932432287,17.19380747552062,40.32652548864309,275.1632390852506
1,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,864,2.5833349205770464,0.6027572827168259,5.221050521502069,0.22493845917867,0.45271237148965043,2.080945966874054,100.90321716795249
1,mtls,broker_cpu_percent_max_mean,Broker CPU max mean %,864,-7.813152562597913,-7.049557654560134,21.496894573836922,-70.40121546339542,-24.867530784588837,6.0487960619493455,72.72947836635663
1,mtls,broker_cpu_percent_mean,Broker CPU mean %,864,-27.061237058069462,-31.39099059216256,30.87182283416637,-86.07757884822443,-50.78562964670813,-5.99401805852796,63.660934247781654
1,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,374,539.1772393808785,-29.855049694569185,9829.728294443941,-100.0,-79.00428862542995,-0.17414223665045983,189736.0
1,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,374,539.1772393808785,-29.855049694569185,9829.728294443941,-100.0,-79.00428862542995,-0.1741422366504567,189736.0
1,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,864,5.675329135489796,0.34043057994730075,32.623031273842905,-78.89804032945186,-3.0983401176875245,5.605811289908324,297.19367826452736
1,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,5.675329135489794,0.3404305799472911,32.623031273842905,-78.89804032945186,-3.0983401176875205,5.605811289908312,297.19367826452736
1,mtls,broker_memory_used_percent_mean,Broker memory %,864,-0.9973334945321846,-0.265421698705526,4.355745063924982,-46.19869961847966,-2.7873122441301073,1.13675489625397,5.031157533392004
1,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,864,2.007138962262509,0.6712372573123033,4.368358713199863,-6.619211371826528,0.6120836180478223,1.594576684337695,101.64008590671949
1,mtls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,864,2.0071389622625095,0.6712372573123015,4.3683587131998625,-6.619211371826536,0.6120836180478224,1.5945766843377025,101.64008590671949
1,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,864,2.208806835773865,0.8514784224769857,4.569308722837698,-8.471345020239148,0.7694559948788146,1.6403343827144163,102.0298416613603
1,mtls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,864,2.2088068357738657,0.8514784224769834,4.569308722837698,-8.471345020239147,0.7694559948788117,1.6403343827144163,102.0298416613603
1,mtls,interval_avg_latency_ms_p95,Interval avg latency p95 diagnostic,864,1102.9929822182955,343.09175824737895,1822.6839455070785,-58.669076054915806,101.08685891841715,1405.4297812561526,11277.394136807818
1,mtls,interval_avg_latency_ms_p99,Interval avg latency p99 diagnostic,864,837.1021085281059,217.88725079037778,1280.0448316725124,-50.45330895568089,84.44672416575224,1062.5550813804768,10788.682018618325
1,mtls,interval_max_latency_ms_p95,Interval max latency p95 diagnostic,864,233.32389059813391,108.99973938258573,306.9448946433553,-46.95608150867,74.64156832184835,277.5848046131813,3041.7113402061814
1,mtls,interval_max_latency_ms_p99,Interval max latency p99 diagnostic,864,96.06062004945662,91.94059740618837,29.014540106175765,-20.73195956253067,79.17220066487596,106.6507698279348,268.7476013816044
1,mtls,max_latency_ms,Maximum latency ms,864,95.79938547211465,89.68964259996382,31.594219494238367,-25.432835820895523,76.40451257869933,106.91391941391942,249.7730711043873
1,mtls,producer_avg_latency_ms_max,Producer shard max avg latency ms,864,1003.3793960529088,622.451615833458,1173.9100052443202,3.57901873293072,176.69430801659297,1427.010108952432,8594.298139647259
1,mtls,producer_avg_latency_ms_min,Producer shard min avg latency ms,864,1136.351208910287,704.3507779207334,1292.0218782053046,2.5809177093299236,192.0282361111988,1609.0582632163603,9135.841546626232
1,mtls,producer_throughput_records_per_sec_max,Producer shard max throughput records/s,864,9.499905310709561,0.16682957918417474,14.219668051637727,-13.120045544930214,-0.006010151962281449,17.769939093914008,53.850129238907954
1,mtls,producer_throughput_records_per_sec_min,Producer shard min throughput records/s,864,9.819759604740655,0.09485512999992862,14.399056997334124,-13.120045544930214,-0.026992635564508323,18.472494239291613,52.918581719109184
1,mtls,throughput_mb_per_sec,Throughput MB/s,864,9.712647862908112,0.010242753252064843,14.329559482634037,-13.118594436310408,0.0,18.50548237945726,50.78356628547226
1,mtls,throughput_records_per_sec,Throughput records/s,864,9.71137883961454,0.08243112442897185,14.33306348563965,-13.120045544930214,-0.015004577909363478,18.51986807081455,50.80797534917213
1,tls,avg_latency_ms,Average latency ms,864,1053.5011926325728,575.6815722523595,1200.336229364923,23.09794923275893,177.4971484438651,1528.0457141689699,6954.148625292784
1,tls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,864,-0.23082192349785735,0.6910388261207656,15.891398079455266,-98.5112542775966,-1.4308888243961884,4.172221729602684,224.55796287331933
1,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,8,161.59420289855072,-100.0,692.1132052857371,-100.0,-100.0,-100.0,1992.7536231884058
1,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,864,22.145751975175926,-1.3096705146998586,418.87892479548464,-87.80221741803686,-17.64867785939426,15.204396506965619,12123.75919117647
1,tls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,864,8.657985831312468,5.981616769427505,11.81882322185321,-59.474340705611475,-0.7925945719959169,16.409749671611383,44.0864859265548
1,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,864,33.00129475135549,26.12948260906517,60.335356172695626,-12.626930735250031,16.96738347376708,36.56058423601791,1535.6386931622967
1,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,864,2.399032910933408,0.5296491046965393,5.095731692857837,0.11511775953636542,0.45493226447141566,2.0554137426700763,107.20478226705427
1,tls,broker_cpu_percent_max_mean,Broker CPU max mean %,863,-3.3355256082099936,-3.9945207900667223,20.88754869043283,-63.89244558258643,-17.233743092643948,10.348115311369419,71.81419889763042
1,tls,broker_cpu_percent_mean,Broker CPU mean %,863,-16.48879300866004,-20.264138207903983,28.225279249042604,-81.68816371484095,-36.13244742315049,1.5187563712395842,66.45381362220584
1,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,374,82.6499307286218,-37.189714009577344,1615.3397793294148,-100.0,-84.28350772580535,-7.483213325934354,30349.999999999993
1,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,374,82.64993072862183,-37.189714009577344,1615.3397793294153,-100.0,-84.28350772580535,-7.483213325934351,30350.0
1,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,863,7.499997978427255,-0.0014182003087515602,103.13535740621617,-81.62053207367174,-4.093465156437474,4.130378754308153,2868.934815928461
1,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,7.499997978427255,-0.0014182003087553998,103.13535740621617,-81.62053207367174,-4.093465156437475,4.130378754308149,2868.9348159284605
1,tls,broker_memory_used_percent_mean,Broker memory %,863,-0.5741155830676224,0.29005153649760096,4.353096673589393,-44.97872725289428,-1.10885624458861,1.5832700720286237,5.112722588606834
1,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,863,2.0037825284957247,0.6437213482263091,6.594346145003651,-1.5329621269661626,0.5936106737434559,1.6635143639277574,181.75657423832382
1,tls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,863,2.0037825284957242,0.6437213482263054,6.594346145003651,-1.5329621269661706,0.5936106737434463,1.6635143639277525,181.75657423832385
