min_insync_replicas,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
3,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,1294,6201116.274909841,1640220.5333333332,7903311.272951807,16656.0,263662.8,11667509.2,20373170.666666668
3,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,1295,6193783.509086229,1558990.4,7901624.315477327,17988.8,257325.3333333333,11630640.8,20574584.0
4,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,432,7091901.696296297,1739573.6,8721415.799761185,56611.2,259368.4,19299271.2,20005414.4
4,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,432,7081130.118518518,1818056.7999999998,8698323.457459092,61550.4,266077.2,19242225.6,20611715.2
4,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,432,7107646.61111111,1853690.4,8655176.129516091,63262.4,259952.4,19216129.6,20055283.2
3,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,1296,26604.012345679013,0.0,86741.81658573009,0.0,0.0,43810.0,1390328.0
3,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,1294,35183.21483771252,0.0,102571.5123613496,0.0,0.0,63304.0,1286368.0
3,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,1295,30220.855598455597,0.0,119988.85833989418,0.0,0.0,42332.0,1939584.0
4,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,432,36771.33796296296,40.0,140324.4533177903,0.0,0.0,32442.0,1553856.0
4,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,432,40759.944444444445,0.0,129133.52297868204,0.0,0.0,44450.0,1437752.0
4,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,432,41543.12962962963,0.0,193765.11258045532,0.0,0.0,22278.0,2249576.0
3,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,1296,26414614.51851852,6045720.0,34162589.05139353,75368.0,889914.0,58782284.0,205622560.0
3,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,1294,26148694.80680062,5913636.0,33715133.01207343,83280.0,872376.0,57896572.0,100426712.0
3,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,1295,26105710.64092664,5986728.0,33696423.479919106,89944.0,879188.0,57954676.0,100598496.0
4,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,432,35459508.481481485,8697868.0,43607078.99880593,283056.0,1296842.0,96496356.0,100027072.0
4,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,432,35405650.59259259,9090284.0,43491617.28729546,307752.0,1330386.0,96211128.0,103058576.0
4,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,432,35538233.05555555,9268452.0,43275880.64758046,316312.0,1299762.0,96080648.0,100276416.0
