throughput_limit_records_per_sec,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
1000,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,863,30138.771726535342,0.0,58646.11442951886,0.0,0.0,63272.0,794408.0
1000,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,863,24503.63847045191,0.0,65424.37661528383,0.0,0.0,41472.0,963992.0
10000,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,864,34224.493055555555,0.0,133325.43483014824,0.0,0.0,32500.0,1553856.0
10000,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,863,43019.25376593279,0.0,143568.87968651834,0.0,0.0,56224.0,1437752.0
10000,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,864,41592.59259259259,0.0,189680.05139674296,0.0,0.0,24448.0,2249576.0
1000,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,29024515.287037037,6719972.0,36715735.53496475,724640.0,1289938.0,59381880.0,101007328.0
1000,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,29062091.661645424,7888144.0,36626813.55331804,752328.0,1328040.0,59571304.0,103058576.0
1000,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,28888427.707995366,7539928.0,36467332.7676652,731400.0,1315404.0,58510488.0,100276416.0
10000,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28327160.73148148,6248548.0,37199500.10328843,75368.0,702594.0,59137412.0,205622560.0
10000,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,27869139.086906143,5968104.0,36622219.72626188,83280.0,625536.0,57784736.0,101642608.0
10000,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28042475.51851852,6219940.0,36646059.08362026,89944.0,729032.0,58367346.0,100598496.0
