broker_count,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
5,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,plaintext,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,24,0.6666666666666666,0.0,3.1972210155418135,0.0,0.0,0.0,16.0
5,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,24,38698.0,36712.0,9574.524322388032,27304.0,28672.0,44112.0,64640.0
5,plaintext,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,24,31382.666666666668,30320.0,5932.597257712866,20424.0,27786.0,34352.0,46272.0
5,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,24,33771.666666666664,30400.0,9465.254912338893,25408.0,28052.0,35382.0,64920.0
5,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,24,35123.26666666667,7335.2,92026.46421051332,0.0,0.0,18373.2,450251.2
5,plaintext,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,24,47009.73333333334,9096.8,140451.4086545553,0.0,2.4000000000000004,24875.600000000002,704526.4
5,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,24,79498.46666666667,12088.800000000001,252297.4159827423,0.0,154.39999999999998,23794.4,1213780.8
5,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,24,6124526.400000001,6061483.199999999,5947626.2105131075,160848.0,171960.8,12088735.6,12248601.6
5,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,24,6117410.866666667,6047436.8,5952438.741762577,162155.2,164997.2,12081695.600000001,12086236.8
5,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,24,6622726.866666667,6020534.4,6875473.973646504,162507.2,164370.8,12077871.2,24146040.0
