comparison_mode,metric,metric_label,count,mean_penalty_pct,median_penalty_pct,std_penalty_pct,min_penalty_pct,q25_penalty_pct,q75_penalty_pct,max_penalty_pct
mtls,avg_latency_ms,Average latency ms,1728,957.8142289136999,576.3060168103005,1116.6223181960816,-21.76277763894809,170.83029002023065,1379.3788126312133,8222.997076813586
mtls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,1727,-0.5472603047901541,-0.07499947371393807,115.09542779851981,-95.7119233944934,-5.09812332828859,2.329349467233264,4714.106222806124
mtls,broker_cpu_percent_max_mean,Broker CPU max mean %,1726,-8.356334976862982,-7.803953207081438,21.214059545605558,-70.40121546339542,-25.296060005633866,5.872985777082079,72.72947836635663
mtls,broker_cpu_percent_mean,Broker CPU mean %,1726,-27.417441821229062,-31.872414065214663,30.71035716032996,-86.07757884822443,-50.683168174153515,-6.049760998711452,63.660934247781654
mtls,max_latency_ms,Maximum latency ms,1728,91.79742033500463,88.03234047907566,35.65812401705821,-72.24409448818898,74.5428731598277,105.50464814706507,249.7730711043873
mtls,throughput_mb_per_sec,Throughput MB/s,1728,9.566746143291802,0.08212892218651106,14.33889818096958,-23.629893238434168,0.0,18.126307364217723,53.99673735725937
mtls,throughput_records_per_sec,Throughput records/s,1728,9.566265273487966,0.11941486889380859,14.340722549475188,-23.64891307070046,-0.010294896427745476,18.051537587373048,53.97574956233706
tls,avg_latency_ms,Average latency ms,1728,952.2333067529336,530.3040736788205,1110.487239490719,-20.869041144217896,169.3979654243039,1379.2122991612005,6954.148625292784
tls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,1727,2.4944346811448983,0.6064738856986687,112.1347644993504,-98.5112542775966,-1.7887323640047166,4.2638672799924535,4603.499892392945
tls,broker_cpu_percent_max_mean,Broker CPU max mean %,1725,-3.3774708225481564,-4.256222148118945,20.73690305243956,-68.66848887153456,-17.296064495597747,10.322346975733435,71.81419889763042
tls,broker_cpu_percent_mean,Broker CPU mean %,1725,-17.06238484935136,-21.05906626711051,27.93122062281388,-83.52359766109423,-36.347164507421745,0.9799731022163857,66.45381362220584
tls,max_latency_ms,Maximum latency ms,1728,79.30084701129898,79.36203918857996,29.94004754670112,-78.47660139395951,64.1065688191816,96.22185643984389,189.76377952755905
tls,throughput_mb_per_sec,Throughput MB/s,1728,10.83302373215242,3.768480724966434,13.95174768745293,-24.05693950177935,0.0,19.10711066672691,51.488833746898266
tls,throughput_records_per_sec,Throughput records/s,1728,10.832936573147352,3.7739674717524894,13.945555653598714,-24.07268572643079,0.0,19.105667228618636,51.34667555518689
