record_size_bytes,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
10240,plaintext,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,575,16331707.824347826,19856947.0,9767536.248444032,2349030.0,3764630.0,24884581.0,28493062.0
10240,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,18152507.859375,19290391.5,10315134.821664983,3143805.0,5483287.25,27641306.75,31250380.0
102400,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,39467735.75868055,40116236.0,3713288.6918898486,26898555.0,38119647.25,41782217.5,85183486.0
102400,plaintext,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,31325973.899305556,32266094.5,2097051.7606255864,19840605.0,30509850.25,32672613.75,37888000.0
102400,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,39069764.78819445,39934165.5,3132777.438888606,26694670.0,37768186.25,41338605.5,45218446.0
1024,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,119312258.16319445,110039996.5,16469532.224979602,104877612.0,106434058.75,139591549.0,147656359.0
1024,plaintext,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,112632226.67708333,107472560.0,9336066.928567965,104343590.0,105232898.25,124355702.0,128471243.0
1024,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,118881597.4861111,109801717.0,16413333.55575774,104768322.0,106278643.25,138577446.5,224340941.0
10240,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,1066782626.9392362,1071525379.0,19741129.071540907,1038852847.0,1042824858.0,1084799611.0,1090085221.0
10240,plaintext,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,575,1053244032.4956522,1055652666.0,18061664.903620984,1035085691.0,1037484621.5,1063672439.5,1372030215.0
10240,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,1066299826.1458334,1069988289.5,19753690.204000067,1038923804.0,1042833583.25,1084817934.25,1094439013.0
102400,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,10422824399.52257,10401834912.0,433077398.1825068,10383600718.0,10396923967.0,10408964321.25,20803907662.0
102400,plaintext,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,10355943897.657986,10354396784.5,7635164.530737452,10340124256.0,10350974268.75,10358900107.0,10388416306.0
102400,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,10405433945.095486,10402424610.5,11122543.469004788,10384008366.0,10397549358.5,10410192669.0,10440344176.0
1024,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,109037069.19745371,107683837.5,26845583.26438319,63100372.8,101404921.7,120930962.78333333,152777185.6
1024,plaintext,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,104725358.09282407,106611844.46666665,23551533.663787574,62721307.8,99006400.0,116363490.75,139379432.6
1024,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,108814386.24479167,107659748.1,26945447.348241083,63015116.4,104827817.00000001,137111040.9,187482188.2
10240,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,961343024.2949075,1053900244.8666667,185077394.50915504,624429535.8,943744991.75,1083745132.1000001,1095615631.8
10240,plaintext,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,574,951378821.9367015,1039095534.2,184067187.7247929,620995765.2,743359976.9666667,1066879363.75,1339928746.8
10240,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,575,961020454.2088115,1045630270.8,185559551.42403176,624368342.2,847992800.8666667,1083531483.7,1095623721.0
102400,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,9344167067.419096,10410758054.5,1858582099.1504917,6242881675.2,8062898152.55,10415128950.0,20865416273.0
102400,plaintext,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,9260533523.856598,10346492568.266666,1786406862.4741335,6205274477.4,7366912781.25,10348908663.15,10359020931.4
102400,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,9334108891.050755,10410788739.166668,1795323204.9847975,6243015711.6,7999257861.7,10414300374.699999,10424855738.0
1024,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,85088366.59293981,84739042.69999999,26348469.361614287,42488890.4,70282598.5,96921649.44999999,133474396.0
1024,plaintext,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,81443603.5423611,84154020.8,23398518.89298235,42081991.0,68267134.14999999,93089905.18333332,121673299.6
1024,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,84804555.31875001,84677241.69999999,26186468.712305646,42380876.4,70437057.91666667,107800315.58333333,133701290.8
10240,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,721689578.2633101,791620709.1,175859951.40390715,418945995.8,635209291.0,868762129.9,891905821.8
10240,plaintext,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,574,714522905.3059814,830835041.8,175378082.72475722,415818533.4,505389887.0833334,860052948.0,1089607847.0
10240,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,575,721570208.528,836531347.0,176410473.60008052,418891806.0,573356991.3666667,867201165.4,891958884.4
102400,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,6946598128.835185,6996299481.0,1749479221.3126364,4187947247.6,4976298038.6,8368586357.55,16778933534.6
102400,plaintext,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,6870742507.700463,6951592334.566667,1700213043.850418,4154985058.4,4284879432.7000003,8305338567.0,8316650711.2
102400,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,6939679627.459548,7097357639.133333,1702177042.2659063,4187783329.8,4911447491.15,8367872161.45,8372580494.8
1024,mtls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,484903309.125,490163958.5,143736825.76921394,314611641.0,335786517.5,548413065.5,763885928.0
1024,plaintext,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,465693275.6875,468591780.5,129545001.24917835,313046022.0,328279966.25,547322321.25,696897163.0
1024,tls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,483551525.6510417,525009570.0,142588279.73000517,314480664.0,335601191.25,567301877.75,937410941.0
10240,mtls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,4274140889.2534723,4243904887.0,1073795862.143533,3118393491.0,3216235907.75,5367215506.25,5478078159.0
10240,plaintext,broker_network_rx_bytes_delta_total,Broker network RX bytes total,574,4229742961.991289,4203429242.0,1069080845.5237533,2078666264.0,3185041175.25,5310371276.25,6699643734.0
10240,tls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,575,4275240448.558261,5204651532.0,1074772901.2222586,3118572379.0,3213929535.0,5358962510.0,5478118605.0
102400,mtls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,41552175011.5191,37533598336.5,10711039818.256176,26003575783.0,31226428583.0,52074561635.5,104327081365.0
102400,plaintext,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,41188735791.27604,38074451423.0,10384156977.150425,23255156694.0,31036967746.5,51744470620.5,51795104657.0
102400,tls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,41482046366.326385,38752509510.5,10434635946.376616,20822065257.0,31224450376.0,52071094480.0,52098200085.0
1024,mtls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,382543831.4184028,385667780.0,145987098.86448297,211416566.0,232224604.25,445269719.0,667371980.0
1024,plaintext,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,366189040.3333333,368072558.0,133064599.41889867,209739340.0,226051561.25,447418833.25,608366498.0
1024,tls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,380882985.5833333,422464396.0,143986328.92676413,211299260.0,232113735.5,466041926.25,668506454.0
10240,mtls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,3247871554.8663197,3215509400.5,1078851816.965311,2091098223.0,2183852873.75,4343810649.5,4459529109.0
10240,plaintext,broker_network_tx_bytes_delta_total,Broker network TX bytes total,574,3214183986.3763065,3184402782.0,1070645952.4530469,2077826401.0,2160339630.5,4299949924.75,5448039235.0
10240,tls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,575,3249089591.808696,4182656735.0,1080103322.726132,2091598372.0,2180740010.5,4336005827.0,4459794422.0
102400,mtls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,31278256843.055557,27266975944.0,10637644013.947306,15711993173.0,20949315597.25,41842931787.75,83894667673.0
102400,plaintext,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,30949962920.850693,27826036724.5,10403643005.88175,12981465893.0,20780506316.0,41526692835.0,41583253556.0
102400,tls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,31230362593.75,28488393634.0,10447755642.073507,13934929289.0,20946956073.75,41839360807.25,41862902474.0
1024,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,0.4027777777777778,0.0,6.4423937110669565,0.0,0.0,0.0,136.0
1024,plaintext,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,43.08506944444444,0.0,1024.4961963349872,0.0,0.0,0.0,24609.0
1024,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,128.16666666666666,0.0,2896.4231533623215,0.0,0.0,0.0,69560.0
10240,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,6.194444444444445,0.0,79.68176964387932,0.0,0.0,0.0,1288.0
10240,plaintext,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,575,51.35304347826087,0.0,923.9446015128019,0.0,0.0,0.0,22040.0
10240,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,23.805555555555557,0.0,484.0291152540106,0.0,0.0,0.0,11552.0
102400,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,433.7638888888889,0.0,10265.611033382087,0.0,0.0,0.0,246584.0
102400,plaintext,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,224.02777777777777,0.0,4321.388022808509,0.0,0.0,0.0,102536.0
102400,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,226.19444444444446,0.0,4625.446196611405,0.0,0.0,0.0,110904.0
1024,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,48114.208333333336,47120.0,27583.96988814211,6152.0,34488.0,58480.0,546512.0
1024,plaintext,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,42192.944444444445,40668.0,26914.631250125774,6216.0,31114.0,51592.0,462888.0
1024,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,50896.51388888889,45644.0,92966.80407939125,6208.0,34050.0,55938.0,2127912.0
10240,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,48050.930555555555,46660.0,38426.552986338036,6520.0,33996.0,58694.0,887600.0
10240,plaintext,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,575,42977.37739130435,43272.0,22048.447625808276,6176.0,31308.0,53652.0,433280.0
10240,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,40349.27777777778,39476.0,37410.7099360977,6256.0,28692.0,49546.0,880792.0
102400,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,51894.208333333336,49520.0,40814.356597361635,11960.0,36334.0,60632.0,645224.0
102400,plaintext,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,47612.833333333336,46328.0,23373.70224026709,15192.0,35672.0,57420.0,400024.0
102400,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,42188.625,40024.0,27309.44496055933,13264.0,30456.0,52468.0,614704.0
1024,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,1335.5173611111113,0.0,11005.088231237498,0.0,0.0,0.0,149993.6
1024,plaintext,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,790.9175925925925,0.0,7742.431039360855,0.0,0.0,0.0,139136.0
1024,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,1317.1416666666667,0.0,12794.346460156654,0.0,0.0,0.0,192798.4
10240,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,767.4518518518518,0.0,8868.474586318416,0.0,0.0,0.0,115419.2
10240,plaintext,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,574,152.7423925667828,0.0,1639.8890114833214,0.0,0.0,0.0,34347.2
10240,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,575,675.3066666666666,0.0,7806.191943791292,0.0,0.0,0.0,116224.0
102400,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,17427.305555555555,12552.0,33174.19668658483,710.4,8047.333333333333,18107.6,310771.2
102400,plaintext,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,23354.314814814818,17600.0,35428.12814193178,864.0,12654.0,22147.6,394941.3333333333
102400,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,19714.160185185185,13916.0,45822.35523975488,572.8,8009.333333333333,16655.333333333332,449915.2
1024,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,180235.00277777776,176082.93333333335,90118.1838087397,15073.6,121018.0,258474.40000000002,1112737.6
1024,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,176823.76481481481,170313.59999999998,85627.63427864875,16656.0,108174.00000000001,264865.2,432984.0
1024,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,187073.5435185185,174576.8,211900.2647232047,17988.8,121341.2,258761.6,4865870.4
10240,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,1597605.3787037036,1733314.1333333333,459595.146362197,163251.2,1235721.6,1942443.6,2881338.6666666665
10240,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,574,1580150.9714285713,1714840.2666666666,453848.70195670344,164580.8,1186134.8,1955295.2,2970097.6
10240,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,575,1588973.1793623187,1719296.0,466514.9717012227,144504.0,1222309.6,1937976.2666666666,2784765.3333333335
102400,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,17613350.716666665,19440477.6,3593855.222781598,11012288.0,14955364.8,19805849.333333332,41124512.0
102400,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,17490339.452777777,19362243.2,3524112.1202816986,10989686.4,13969469.6,19757074.0,20611715.2
102400,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,17482706.668518517,19322306.4,3497469.6279162546,11045092.8,14871290.8,19688136.0,20574584.0
1024,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,6624.420138888889,0.0,55021.29368247917,0.0,0.0,0.0,749968.0
1024,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,3312.875,0.0,33827.698351941275,0.0,0.0,0.0,695680.0
1024,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,6539.847222222223,0.0,63970.37904963857,0.0,0.0,0.0,963992.0
10240,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,3819.8333333333335,0.0,44340.98459507988,0.0,0.0,0.0,577096.0
10240,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,574,673.0174216027874,0.0,7764.135481379472,0.0,0.0,0.0,171736.0
10240,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,575,3370.114782608696,0.0,39030.475795926315,0.0,0.0,0.0,581120.0
102400,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,76993.27777777778,59332.0,152722.6883767895,3552.0,34308.0,73400.0,1553856.0
102400,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,105626.47222222222,76080.0,166722.157869177,4248.0,62576.0,101980.0,1437752.0
102400,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,89197.69444444444,56144.0,224169.82849868282,2864.0,24694.0,76664.0,2249576.0
1024,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,800041.2361111111,810376.0,434459.1080521526,75368.0,501492.0,1201292.0,5563688.0
1024,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,778935.3888888889,799848.0,391548.826752969,83280.0,471390.0,1219124.0,2164920.0
1024,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,836618.6805555555,809952.0,1057864.3716065313,89944.0,497882.0,1204798.0,24329352.0
10240,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,7057238.736111111,6382060.0,2249323.3364359606,816256.0,5687982.0,9120992.0,13145256.0
10240,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,574,6963662.522648084,6133380.0,2170371.9203753993,822904.0,5554208.0,9120814.0,14850488.0
10240,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,575,7019392.013913044,6409352.0,2269210.478285543,722520.0,5686908.0,9092716.0,12639480.0
102400,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,78170234.05555555,71257028.0,19969212.87375408,47657584.0,59228190.0,97373824.0,205622560.0
102400,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,77579588.65277778,73042808.0,19394936.64547758,43561512.0,58944492.0,96922730.0,103058576.0
102400,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,77502377.06944445,73985136.0,19340649.696940083,41149168.0,58435868.0,96701696.0,100598496.0
