compression_type,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
lz4,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,864,23373.37037037037,0.0,55681.441232044635,0.0,0.0,42390.0,725088.0
none,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,864,34114.0474537037,0.0,129490.96921519499,0.0,0.0,34484.0,1553856.0
none,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,863,41929.168018539975,0.0,137328.83665781026,0.0,0.0,58816.0,1437752.0
none,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,863,42743.972190034765,0.0,192756.1347658051,0.0,0.0,24296.0,2249576.0
lz4,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28880245.01851852,6439632.0,37334056.19082609,75368.0,1121750.0,59329666.0,205622560.0
lz4,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,28548827.0405562,6147368.0,36697853.49478293,83280.0,1214568.0,59009916.0,99763720.0
lz4,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28515187.14814815,6346412.0,36699765.87852513,95560.0,1172086.0,58576274.0,100598496.0
none,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28471431.0,6360128.0,36581086.36147207,98520.0,993062.0,59152308.0,108028912.0
none,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,28382403.707995366,6104104.0,36560575.996331796,92688.0,1166604.0,58900712.0,103058576.0
none,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,28415168.324449595,6494168.0,36418067.56909999,89944.0,1121172.0,58389836.0,100135760.0
