batch_size,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
16384,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,863,33482.122827346466,0.0,134184.9485810358,0.0,0.0,41544.0,1871552.0
131072,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,864,26810.675925925927,0.0,91374.4955810497,0.0,0.0,43290.0,1535704.0
131072,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,864,37019.17592592593,0.0,113902.81967076377,0.0,0.0,62712.0,1437752.0
131072,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,864,32624.5,0.0,149715.46452264534,0.0,0.0,24886.0,2249576.0
16384,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28617542.046296295,6520908.0,36766060.1783969,75368.0,1195674.0,59175246.0,108028912.0
16384,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,862,28510751.155452438,6244320.0,36646585.28179267,131632.0,1079194.0,59043166.0,100426712.0
16384,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,863,28508554.614136733,6687256.0,36613510.251750216,89944.0,1180396.0,58458844.0,100598496.0
131072,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28734133.972222224,6376212.0,37152943.59288384,98520.0,998276.0,59259452.0,205622560.0
131072,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28420584.074074075,6103284.0,36612138.19171337,83280.0,1239788.0,58704986.0,103058576.0
131072,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,864,28421908.944444444,6340288.0,36505028.362062715,92528.0,1052888.0,58415348.0,100219376.0
