run_id=security-overhead-final-factorial-mtls-b5-rf5-isr4-msg102400-tps1000-batch131072-acks1-prod1-compnone-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b5-rf5-isr4-msg102400-tps1000-batch131072-acks1-prod1-compnone-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
2611 records sent, 521.9 records/sec (50.97 MB/sec), 270.5 ms avg latency, 1386.0 ms max latency.
5866 records sent, 1173.2 records/sec (114.57 MB/sec), 19.3 ms avg latency, 145.0 ms max latency.
6290 records sent, 1257.7 records/sec (122.83 MB/sec), 9.7 ms avg latency, 91.0 ms max latency.
5241 records sent, 1048.2 records/sec (102.36 MB/sec), 6.0 ms avg latency, 48.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 4.5 ms avg latency, 49.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 4.8 ms avg latency, 64.0 ms max latency.
5001 records sent, 1000.0 records/sec (97.66 MB/sec), 4.9 ms avg latency, 74.0 ms max latency.
5002 records sent, 1000.2 records/sec (97.68 MB/sec), 5.5 ms avg latency, 93.0 ms max latency.
5003 records sent, 1000.2 records/sec (97.68 MB/sec), 4.7 ms avg latency, 72.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 4.7 ms avg latency, 60.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 4.5 ms avg latency, 50.0 ms max latency.
5003 records sent, 1000.4 records/sec (97.70 MB/sec), 4.7 ms avg latency, 65.0 ms max latency.
4971 records sent, 994.2 records/sec (97.09 MB/sec), 12.3 ms avg latency, 190.0 ms max latency.
5033 records sent, 1006.6 records/sec (98.30 MB/sec), 5.8 ms avg latency, 153.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 4.3 ms avg latency, 88.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 4.7 ms avg latency, 95.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 4.5 ms avg latency, 46.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 4.8 ms avg latency, 40.0 ms max latency.
4994 records sent, 998.8 records/sec (97.54 MB/sec), 6.9 ms avg latency, 62.0 ms max latency.
100000 records sent, 999.690096 records/sec (97.63 MB/sec), 13.60 ms avg latency, 1386.00 ms max latency, 4 ms 50th, 29 ms 95th, 274 ms 99th, 807 ms 99.9th.
