4982 records sent, 995.4 records/sec (0.97 MB/sec), 63.8 ms avg latency, 852.0 ms max latency.
5020 records sent, 1003.6 records/sec (0.98 MB/sec), 10.4 ms avg latency, 84.0 ms max latency.
5009 records sent, 1000.4 records/sec (0.98 MB/sec), 7.9 ms avg latency, 30.0 ms max latency.
5004 records sent, 1000.4 records/sec (0.98 MB/sec), 7.4 ms avg latency, 32.0 ms max latency.
4998 records sent, 996.2 records/sec (0.97 MB/sec), 7.4 ms avg latency, 42.0 ms max latency.
5024 records sent, 1004.2 records/sec (0.98 MB/sec), 7.8 ms avg latency, 57.0 ms max latency.
5007 records sent, 1000.6 records/sec (0.98 MB/sec), 7.0 ms avg latency, 29.0 ms max latency.
5006 records sent, 1000.2 records/sec (0.98 MB/sec), 6.9 ms avg latency, 25.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 7.3 ms avg latency, 51.0 ms max latency.
5006 records sent, 1000.4 records/sec (0.98 MB/sec), 7.3 ms avg latency, 59.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 6.5 ms avg latency, 24.0 ms max latency.
5006 records sent, 1000.2 records/sec (0.98 MB/sec), 6.2 ms avg latency, 27.0 ms max latency.
5004 records sent, 1000.4 records/sec (0.98 MB/sec), 6.0 ms avg latency, 22.0 ms max latency.
4998 records sent, 999.4 records/sec (0.98 MB/sec), 6.0 ms avg latency, 20.0 ms max latency.
5009 records sent, 1000.4 records/sec (0.98 MB/sec), 6.4 ms avg latency, 49.0 ms max latency.
5008 records sent, 1000.0 records/sec (0.98 MB/sec), 6.1 ms avg latency, 24.0 ms max latency.
5004 records sent, 1000.8 records/sec (0.98 MB/sec), 6.0 ms avg latency, 23.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 6.2 ms avg latency, 30.0 ms max latency.
5003 records sent, 1000.0 records/sec (0.98 MB/sec), 5.7 ms avg latency, 23.0 ms max latency.
100000 records sent, 999.710084 records/sec (0.98 MB/sec), 9.69 ms avg latency, 852.00 ms max latency, 7 ms 50th, 14 ms 95th, 56 ms 99th, 366 ms 99.9th.
