run_id=security-overhead-final-factorial-tls-b5-rf5-isr4-msg102400-tps10000-batch131072-acks1-prod1-complz4-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf5-isr4-msg102400-tps10000-batch131072-acks1-prod1-complz4-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2056 records sent, 411.0 records/sec (40.14 MB/sec), 263.4 ms avg latency, 1357.0 ms max latency.
4141 records sent, 827.7 records/sec (80.83 MB/sec), 5.9 ms avg latency, 61.0 ms max latency.
4599 records sent, 919.8 records/sec (89.82 MB/sec), 6.4 ms avg latency, 71.0 ms max latency.
4754 records sent, 950.6 records/sec (92.83 MB/sec), 7.3 ms avg latency, 73.0 ms max latency.
5724 records sent, 1144.8 records/sec (111.80 MB/sec), 8.3 ms avg latency, 86.0 ms max latency.
6040 records sent, 1208.0 records/sec (117.97 MB/sec), 8.6 ms avg latency, 73.0 ms max latency.
6143 records sent, 1228.6 records/sec (119.98 MB/sec), 8.2 ms avg latency, 97.0 ms max latency.
6185 records sent, 1236.5 records/sec (120.75 MB/sec), 8.5 ms avg latency, 108.0 ms max latency.
6154 records sent, 1230.8 records/sec (120.20 MB/sec), 8.9 ms avg latency, 129.0 ms max latency.
6247 records sent, 1249.2 records/sec (121.99 MB/sec), 7.9 ms avg latency, 86.0 ms max latency.
6241 records sent, 1248.2 records/sec (121.89 MB/sec), 9.0 ms avg latency, 88.0 ms max latency.
6120 records sent, 1223.5 records/sec (119.48 MB/sec), 30.1 ms avg latency, 533.0 ms max latency.
5970 records sent, 1194.0 records/sec (116.60 MB/sec), 10.5 ms avg latency, 493.0 ms max latency.
6313 records sent, 1262.6 records/sec (123.30 MB/sec), 10.5 ms avg latency, 187.0 ms max latency.
6308 records sent, 1261.6 records/sec (123.20 MB/sec), 8.6 ms avg latency, 99.0 ms max latency.
6234 records sent, 1246.8 records/sec (121.76 MB/sec), 8.4 ms avg latency, 97.0 ms max latency.
6294 records sent, 1258.5 records/sec (122.91 MB/sec), 9.6 ms avg latency, 131.0 ms max latency.
100000 records sent, 1126.887537 records/sec (110.05 MB/sec), 15.08 ms avg latency, 1357.00 ms max latency, 5 ms 50th, 37 ms 95th, 201 ms 99th, 847 ms 99.9th.
