4996 records sent, 998.8 records/sec (0.98 MB/sec), 46.1 ms avg latency, 794.0 ms max latency.
5000 records sent, 1000.0 records/sec (0.98 MB/sec), 5.9 ms avg latency, 38.0 ms max latency.
5006 records sent, 1000.6 records/sec (0.98 MB/sec), 5.8 ms avg latency, 15.0 ms max latency.
5003 records sent, 1000.0 records/sec (0.98 MB/sec), 5.7 ms avg latency, 43.0 ms max latency.
5001 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 18.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.6 ms avg latency, 40.0 ms max latency.
5002 records sent, 1000.4 records/sec (0.98 MB/sec), 5.6 ms avg latency, 24.0 ms max latency.
5005 records sent, 1000.0 records/sec (0.98 MB/sec), 5.5 ms avg latency, 27.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.6 ms avg latency, 27.0 ms max latency.
5002 records sent, 1000.4 records/sec (0.98 MB/sec), 5.4 ms avg latency, 23.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 5.5 ms avg latency, 35.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 5.8 ms avg latency, 38.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 18.0 ms max latency.
5004 records sent, 999.8 records/sec (0.98 MB/sec), 5.5 ms avg latency, 34.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 23.0 ms max latency.
5009 records sent, 1000.4 records/sec (0.98 MB/sec), 5.4 ms avg latency, 43.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 20.0 ms max latency.
5007 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 24.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 47.0 ms max latency.
100000 records sent, 999.740068 records/sec (0.98 MB/sec), 7.57 ms avg latency, 794.00 ms max latency, 5 ms 50th, 9 ms 95th, 25 ms 99th, 301 ms 99.9th.
