run_id=security-overhead-final-factorial-tls-b5-rf5-isr4-msg1024-tps1000-batch131072-acksall-prod1-complz4-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf5-isr4-msg1024-tps1000-batch131072-acksall-prod1-complz4-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4998 records sent, 998.8 records/sec (0.98 MB/sec), 68.9 ms avg latency, 1186.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.8 ms avg latency, 20.0 ms max latency.
5006 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 22.0 ms max latency.
5006 records sent, 1000.2 records/sec (0.98 MB/sec), 5.7 ms avg latency, 28.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 29.0 ms max latency.
5001 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 39.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 5.3 ms avg latency, 24.0 ms max latency.
5003 records sent, 1000.0 records/sec (0.98 MB/sec), 5.3 ms avg latency, 36.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 5.2 ms avg latency, 24.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 22.0 ms max latency.
5008 records sent, 1000.4 records/sec (0.98 MB/sec), 5.2 ms avg latency, 12.0 ms max latency.
5002 records sent, 999.6 records/sec (0.98 MB/sec), 5.3 ms avg latency, 24.0 ms max latency.
5004 records sent, 994.8 records/sec (0.97 MB/sec), 5.2 ms avg latency, 36.0 ms max latency.
5033 records sent, 1006.0 records/sec (0.98 MB/sec), 5.3 ms avg latency, 37.0 ms max latency.
5005 records sent, 999.8 records/sec (0.98 MB/sec), 5.2 ms avg latency, 22.0 ms max latency.
5007 records sent, 1000.6 records/sec (0.98 MB/sec), 5.5 ms avg latency, 25.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 28.0 ms max latency.
5001 records sent, 1000.0 records/sec (0.98 MB/sec), 5.6 ms avg latency, 46.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 5.2 ms avg latency, 11.0 ms max latency.
100000 records sent, 999.440313 records/sec (0.98 MB/sec), 8.58 ms avg latency, 1186.00 ms max latency, 5 ms 50th, 8 ms 95th, 229 ms 99th, 297 ms 99.9th.
