run_id=security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg102400-tps1000-batch16384-acksall-prod1-complz4-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg102400-tps1000-batch16384-acksall-prod1-complz4-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
3117 records sent, 623.3 records/sec (60.87 MB/sec), 17.3 ms avg latency, 691.0 ms max latency.
3750 records sent, 749.9 records/sec (73.23 MB/sec), 7.2 ms avg latency, 50.0 ms max latency.
4103 records sent, 820.6 records/sec (80.14 MB/sec), 7.0 ms avg latency, 53.0 ms max latency.
4314 records sent, 862.8 records/sec (84.26 MB/sec), 10.1 ms avg latency, 84.0 ms max latency.
5208 records sent, 1041.6 records/sec (101.72 MB/sec), 17.1 ms avg latency, 123.0 ms max latency.
5980 records sent, 1196.0 records/sec (116.80 MB/sec), 22.2 ms avg latency, 200.0 ms max latency.
6241 records sent, 1248.0 records/sec (121.87 MB/sec), 15.5 ms avg latency, 82.0 ms max latency.
6312 records sent, 1262.4 records/sec (123.28 MB/sec), 17.4 ms avg latency, 150.0 ms max latency.
5990 records sent, 1196.3 records/sec (116.83 MB/sec), 14.7 ms avg latency, 90.0 ms max latency.
4990 records sent, 997.8 records/sec (97.44 MB/sec), 8.0 ms avg latency, 94.0 ms max latency.
5015 records sent, 1001.6 records/sec (97.81 MB/sec), 10.4 ms avg latency, 88.0 ms max latency.
4629 records sent, 924.0 records/sec (90.23 MB/sec), 54.7 ms avg latency, 605.0 ms max latency.
4666 records sent, 933.0 records/sec (91.11 MB/sec), 92.0 ms avg latency, 767.0 ms max latency.
5675 records sent, 1133.6 records/sec (110.71 MB/sec), 12.8 ms avg latency, 90.0 ms max latency.
5074 records sent, 1014.8 records/sec (99.10 MB/sec), 11.8 ms avg latency, 122.0 ms max latency.
4990 records sent, 998.0 records/sec (97.46 MB/sec), 10.3 ms avg latency, 85.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 11.6 ms avg latency, 116.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 17.5 ms avg latency, 133.0 ms max latency.
5010 records sent, 1002.0 records/sec (97.85 MB/sec), 11.9 ms avg latency, 105.0 ms max latency.
100000 records sent, 999.610152 records/sec (97.62 MB/sec), 18.79 ms avg latency, 767.00 ms max latency, 7 ms 50th, 54 ms 95th, 317 ms 99th, 590 ms 99.9th.
