producer_index=2
producer_count=12
producer_records=8334
producer_throughput=834
1 records sent, 0.1 records/sec (0.00 MB/sec), 16126.0 ms avg latency, 16126.0 ms max latency.
103 records sent, 19.8 records/sec (0.19 MB/sec), 6859.2 ms avg latency, 9118.0 ms max latency.
204 records sent, 40.7 records/sec (0.40 MB/sec), 10736.7 ms avg latency, 12716.0 ms max latency.
456 records sent, 91.2 records/sec (0.89 MB/sec), 13260.9 ms avg latency, 14176.0 ms max latency.
721 records sent, 143.2 records/sec (1.40 MB/sec), 14899.1 ms avg latency, 15873.0 ms max latency.
827 records sent, 164.9 records/sec (1.61 MB/sec), 16713.5 ms avg latency, 17959.0 ms max latency.
985 records sent, 196.6 records/sec (1.92 MB/sec), 12915.1 ms avg latency, 16111.0 ms max latency.
1054 records sent, 207.4 records/sec (2.03 MB/sec), 10882.1 ms avg latency, 11860.0 ms max latency.
1180 records sent, 232.5 records/sec (2.27 MB/sec), 9710.4 ms avg latency, 10364.0 ms max latency.
1427 records sent, 285.4 records/sec (2.79 MB/sec), 8507.2 ms avg latency, 9399.0 ms max latency.
8334 records sent, 127.166748 records/sec (1.24 MB/sec), 10840.18 ms avg latency, 17959.00 ms max latency, 10220 ms 50th, 16640 ms 95th, 17422 ms 99th, 17756 ms 99.9th.
