run_id=plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3
producer_count=1
----- /var/lib/kafka-client/results/plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4990 records sent, 998.0 records/sec (0.97 MB/sec), 8.2 ms avg latency, 536.0 ms max latency.
5006 records sent, 1000.4 records/sec (0.98 MB/sec), 4.1 ms avg latency, 9.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 4.0 ms avg latency, 9.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.0 ms avg latency, 8.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 4.0 ms avg latency, 10.0 ms max latency.
5002 records sent, 1000.4 records/sec (0.98 MB/sec), 4.0 ms avg latency, 10.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 3.9 ms avg latency, 7.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 3.9 ms avg latency, 8.0 ms max latency.
5005 records sent, 1000.0 records/sec (0.98 MB/sec), 4.0 ms avg latency, 10.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 3.9 ms avg latency, 10.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 3.9 ms avg latency, 7.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 3.9 ms avg latency, 14.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 3.9 ms avg latency, 12.0 ms max latency.
5006 records sent, 999.4 records/sec (0.98 MB/sec), 3.9 ms avg latency, 11.0 ms max latency.
5008 records sent, 1001.0 records/sec (0.98 MB/sec), 3.9 ms avg latency, 11.0 ms max latency.
5006 records sent, 1000.4 records/sec (0.98 MB/sec), 3.9 ms avg latency, 8.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 3.9 ms avg latency, 11.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 3.9 ms avg latency, 8.0 ms max latency.
5006 records sent, 1000.4 records/sec (0.98 MB/sec), 3.9 ms avg latency, 12.0 ms max latency.
100000 records sent, 999.670109 records/sec (0.98 MB/sec), 4.14 ms avg latency, 536.00 ms max latency, 4 ms 50th, 6 ms 95th, 7 ms 99th, 50 ms 99.9th.
