producer_index=8
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.2 records/sec (0.00 MB/sec), 6391.0 ms avg latency, 6391.0 ms max latency.
949 records sent, 189.8 records/sec (0.19 MB/sec), 248.1 ms avg latency, 775.0 ms max latency.
420 records sent, 83.9 records/sec (0.08 MB/sec), 15.0 ms avg latency, 68.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 7.2 ms avg latency, 16.0 ms max latency.
415 records sent, 82.9 records/sec (0.08 MB/sec), 10.8 ms avg latency, 54.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 10.9 ms avg latency, 18.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 10.0 ms avg latency, 18.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 10.1 ms avg latency, 15.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 9.3 ms avg latency, 20.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 9.5 ms avg latency, 16.0 ms max latency.
415 records sent, 83.0 records/sec (0.08 MB/sec), 9.3 ms avg latency, 18.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 9.0 ms avg latency, 15.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 8.7 ms avg latency, 15.0 ms max latency.
415 records sent, 83.0 records/sec (0.08 MB/sec), 7.9 ms avg latency, 17.0 ms max latency.
416 records sent, 83.2 records/sec (0.08 MB/sec), 6.7 ms avg latency, 12.0 ms max latency.
415 records sent, 82.9 records/sec (0.08 MB/sec), 6.5 ms avg latency, 12.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 7.2 ms avg latency, 18.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 6.6 ms avg latency, 12.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 6.0 ms avg latency, 11.0 ms max latency.
8333 records sent, 82.904699 records/sec (0.08 MB/sec), 36.79 ms avg latency, 6391.00 ms max latency, 8 ms 50th, 275 ms 95th, 587 ms 99th, 753 ms 99.9th.
