run_id=security-overhead-final-factorial-tls-b3-rf3-isr3-msg102400-tps10000-batch16384-acksall-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b3-rf3-isr3-msg102400-tps10000-batch16384-acksall-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2939 records sent, 587.0 records/sec (57.32 MB/sec), 376.8 ms avg latency, 1184.0 ms max latency.
5689 records sent, 1137.8 records/sec (111.11 MB/sec), 91.3 ms avg latency, 283.0 ms max latency.
6236 records sent, 1246.5 records/sec (121.72 MB/sec), 117.2 ms avg latency, 286.0 ms max latency.
6493 records sent, 1298.6 records/sec (126.82 MB/sec), 172.5 ms avg latency, 313.0 ms max latency.
5670 records sent, 1134.0 records/sec (110.74 MB/sec), 285.0 ms avg latency, 457.0 ms max latency.
6420 records sent, 1284.0 records/sec (125.39 MB/sec), 254.2 ms avg latency, 343.0 ms max latency.
6428 records sent, 1285.3 records/sec (125.52 MB/sec), 253.0 ms avg latency, 384.0 ms max latency.
6268 records sent, 1253.6 records/sec (122.42 MB/sec), 258.8 ms avg latency, 396.0 ms max latency.
6422 records sent, 1283.1 records/sec (125.30 MB/sec), 249.1 ms avg latency, 357.0 ms max latency.
6102 records sent, 1220.2 records/sec (119.16 MB/sec), 265.6 ms avg latency, 387.0 ms max latency.
4474 records sent, 892.7 records/sec (87.17 MB/sec), 357.8 ms avg latency, 1254.0 ms max latency.
5968 records sent, 1193.6 records/sec (116.56 MB/sec), 280.4 ms avg latency, 899.0 ms max latency.
6582 records sent, 1316.4 records/sec (128.55 MB/sec), 245.2 ms avg latency, 323.0 ms max latency.
6380 records sent, 1276.0 records/sec (124.61 MB/sec), 254.5 ms avg latency, 378.0 ms max latency.
6204 records sent, 1235.1 records/sec (120.62 MB/sec), 259.1 ms avg latency, 356.0 ms max latency.
6260 records sent, 1252.0 records/sec (122.27 MB/sec), 260.7 ms avg latency, 421.0 ms max latency.
100000 records sent, 1181.167466 records/sec (115.35 MB/sec), 244.31 ms avg latency, 1254.00 ms max latency, 245 ms 50th, 353 ms 95th, 621 ms 99th, 998 ms 99.9th.
