producer_index=2
producer_count=12
producer_records=8334
producer_throughput=84
[2026-04-22 08:10:35,551] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.238:9094 (id: -2 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.00 MB/sec), 6415.0 ms avg latency, 6415.0 ms max latency.
226 records sent, 44.6 records/sec (0.44 MB/sec), 8150.1 ms avg latency, 19343.0 ms max latency.
280 records sent, 55.7 records/sec (0.54 MB/sec), 11378.9 ms avg latency, 13890.0 ms max latency.
599 records sent, 119.1 records/sec (1.16 MB/sec), 15299.0 ms avg latency, 17019.0 ms max latency.
1137 records sent, 227.1 records/sec (2.22 MB/sec), 16134.1 ms avg latency, 18726.0 ms max latency.
1350 records sent, 269.6 records/sec (2.63 MB/sec), 7559.3 ms avg latency, 13014.0 ms max latency.
575 records sent, 115.0 records/sec (1.12 MB/sec), 366.1 ms avg latency, 1995.0 ms max latency.
422 records sent, 84.2 records/sec (0.82 MB/sec), 20.5 ms avg latency, 79.0 ms max latency.
422 records sent, 84.3 records/sec (0.82 MB/sec), 16.8 ms avg latency, 51.0 ms max latency.
422 records sent, 84.3 records/sec (0.82 MB/sec), 17.5 ms avg latency, 81.0 ms max latency.
421 records sent, 84.0 records/sec (0.82 MB/sec), 14.9 ms avg latency, 54.0 ms max latency.
421 records sent, 84.0 records/sec (0.82 MB/sec), 14.3 ms avg latency, 60.0 ms max latency.
420 records sent, 84.0 records/sec (0.82 MB/sec), 14.9 ms avg latency, 82.0 ms max latency.
420 records sent, 83.9 records/sec (0.82 MB/sec), 14.9 ms avg latency, 84.0 ms max latency.
421 records sent, 84.1 records/sec (0.82 MB/sec), 13.5 ms avg latency, 61.0 ms max latency.
422 records sent, 84.2 records/sec (0.82 MB/sec), 12.9 ms avg latency, 33.0 ms max latency.
8334 records sent, 83.797535 records/sec (0.82 MB/sec), 5162.36 ms avg latency, 19343.00 ms max latency, 27 ms 50th, 16908 ms 95th, 17719 ms 99th, 18562 ms 99.9th.
