"run_id","security_mode","baseline_name","sweep_name","sweep_variable","sweep_value","trial_index","trial_count","broker_count","partitions","replication_factor","min_insync_replicas","num_records","record_size_bytes","throughput_limit_records_per_sec","producer_count","consumer_count","batch_size","linger_ms","acks","compression_type","records_sent","throughput_records_per_sec","throughput_mb_per_sec","avg_latency_ms","max_latency_ms"
"20260416T120324Z-plaintext-requested-baseline-message_size_bytes-1024-trial1","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","1024","1","3","3","6","3","3","100000","1024","5000","1","1","65536","5","all","none","100000","4989.77097","4.87","7.0","531.0"
"20260416T120353Z-plaintext-requested-baseline-message_size_bytes-1024-trial2","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","1024","2","3","3","6","3","3","100000","1024","5000","1","1","65536","5","all","none","100000","4991.76359","4.87","7.02","526.0"
"20260416T120424Z-plaintext-requested-baseline-message_size_bytes-1024-trial3","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","1024","3","3","3","6","3","3","100000","1024","5000","1","1","65536","5","all","none","100000","4990.518016","4.87","7.09","579.0"
"20260416T120452Z-plaintext-requested-baseline-message_size_bytes-10240-trial1","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","10240","1","3","3","6","3","3","100000","10240","5000","1","1","65536","5","all","none","100000","4989.77097","48.73","24.11","574.0"
"20260416T120520Z-plaintext-requested-baseline-message_size_bytes-10240-trial2","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","10240","2","3","3","6","3","3","100000","10240","5000","1","1","65536","5","all","none","100000","4991.76359","48.75","21.08","569.0"
"20260416T120547Z-plaintext-requested-baseline-message_size_bytes-10240-trial3","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","10240","3","3","3","6","3","3","100000","10240","5000","1","1","65536","5","all","none","100000","4990.767081","48.74","32.27","549.0"
"20260416T120615Z-plaintext-requested-baseline-message_size_bytes-102400-trial1","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","102400","1","3","3","6","3","3","100000","102400","5000","1","1","65536","5","all","none","100000","1213.003396","118.46","230.08","1175.0"
"20260416T120745Z-plaintext-requested-baseline-message_size_bytes-102400-trial2","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","102400","2","3","3","6","3","3","100000","102400","5000","1","1","65536","5","all","none","100000","1217.329909","118.88","223.84","1355.0"
"20260416T120915Z-plaintext-requested-baseline-message_size_bytes-102400-trial3","plaintext","plaintext-requested-baseline","plaintext-requested-message-size-bytes","message_size_bytes","102400","3","3","3","6","3","3","100000","102400","5000","1","1","65536","5","all","none","100000","1208.532238","118.02","231.04","1447.0"
