producer_index=10
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.01 MB/sec), 16110.0 ms avg latency, 16110.0 ms max latency.
76 records sent, 14.8 records/sec (1.45 MB/sec), 6084.4 ms avg latency, 7577.0 ms max latency.
96 records sent, 19.0 records/sec (1.85 MB/sec), 8883.6 ms avg latency, 11511.0 ms max latency.
169 records sent, 33.6 records/sec (3.29 MB/sec), 11040.3 ms avg latency, 13192.0 ms max latency.
161 records sent, 31.2 records/sec (3.04 MB/sec), 8530.6 ms avg latency, 10381.0 ms max latency.
162 records sent, 32.2 records/sec (3.14 MB/sec), 8102.4 ms avg latency, 9003.0 ms max latency.
288 records sent, 57.3 records/sec (5.60 MB/sec), 6495.4 ms avg latency, 9147.0 ms max latency.
473 records sent, 94.6 records/sec (9.24 MB/sec), 2638.3 ms avg latency, 4256.0 ms max latency.
498 records sent, 99.4 records/sec (9.70 MB/sec), 741.2 ms avg latency, 1952.0 ms max latency.
376 records sent, 74.6 records/sec (7.29 MB/sec), 69.9 ms avg latency, 174.0 ms max latency.
386 records sent, 76.9 records/sec (7.51 MB/sec), 62.5 ms avg latency, 179.0 ms max latency.
383 records sent, 76.1 records/sec (7.43 MB/sec), 58.6 ms avg latency, 184.0 ms max latency.
378 records sent, 75.3 records/sec (7.35 MB/sec), 61.2 ms avg latency, 177.0 ms max latency.
377 records sent, 75.2 records/sec (7.34 MB/sec), 51.6 ms avg latency, 146.0 ms max latency.
387 records sent, 77.4 records/sec (7.56 MB/sec), 54.6 ms avg latency, 161.0 ms max latency.
415 records sent, 82.9 records/sec (8.10 MB/sec), 45.6 ms avg latency, 171.0 ms max latency.
425 records sent, 84.7 records/sec (8.27 MB/sec), 57.5 ms avg latency, 160.0 ms max latency.
431 records sent, 86.2 records/sec (8.42 MB/sec), 63.1 ms avg latency, 297.0 ms max latency.
437 records sent, 87.3 records/sec (8.53 MB/sec), 57.3 ms avg latency, 336.0 ms max latency.
418 records sent, 83.5 records/sec (8.15 MB/sec), 40.1 ms avg latency, 127.0 ms max latency.
411 records sent, 82.1 records/sec (8.01 MB/sec), 36.3 ms avg latency, 116.0 ms max latency.
403 records sent, 80.4 records/sec (7.85 MB/sec), 42.2 ms avg latency, 185.0 ms max latency.
428 records sent, 85.4 records/sec (8.34 MB/sec), 41.4 ms avg latency, 180.0 ms max latency.
574 records sent, 114.8 records/sec (11.21 MB/sec), 27.6 ms avg latency, 112.0 ms max latency.
8333 records sent, 62.427893 records/sec (6.10 MB/sec), 1162.64 ms avg latency, 16110.00 ms max latency, 51 ms 50th, 8215 ms 95th, 11016 ms 99th, 12519 ms 99.9th.
