"run_id","benchmark_type","security_mode","baseline_name","sweep_name","sweep_variable","sweep_value","trial_index","trial_count","broker_count","partitions","replication_factor","min_insync_replicas","num_records","record_size_bytes","throughput_limit_records_per_sec","producer_count","consumer_count","batch_size","linger_ms","acks","compression_type","records_sent","records_consumed","throughput_records_per_sec","throughput_mb_per_sec","data_consumed_mb","avg_latency_ms","max_latency_ms","rebalance_time_ms","fetch_time_ms","producer_count_observed","producer_throughput_records_per_sec_min","producer_throughput_records_per_sec_max","producer_avg_latency_ms_min","producer_avg_latency_ms_max","interval_summary_count","interval_avg_latency_ms_p95","interval_avg_latency_ms_p99","interval_max_latency_ms_p95","interval_max_latency_ms_p99","telemetry_host_count","benchmark_client_cpu_percent_mean","broker_cpu_percent_mean","broker_cpu_percent_max_mean","benchmark_client_memory_used_percent_mean","broker_memory_used_percent_mean","benchmark_client_network_rx_bytes_delta","benchmark_client_network_tx_bytes_delta","broker_network_rx_bytes_delta_mean","broker_network_tx_bytes_delta_mean","broker_network_rx_bytes_delta_total","broker_network_tx_bytes_delta_total","benchmark_client_disk_read_sectors_delta","benchmark_client_disk_write_sectors_delta","broker_disk_read_sectors_delta_mean","broker_disk_write_sectors_delta_mean","broker_disk_read_sectors_delta_total","broker_disk_write_sectors_delta_total"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial1","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial1","1","3","3","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.660116","0.98","null","6.75","1173.0","null","null","1","999.660116","999.660116","6.75","6.75","19","9.589999999999886","48.39800000000002","140.69999999999754","966.5400000000003","4","18.016181818181835","6.7172485092040475","26.590000000000003","10.385909090909072","22.941370109901175","5008390","112237588","113441039.0","78828914.33333333","340323117","236486743","0","25216","0.0","262840.0","0","788520"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial2","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial2","2","3","3","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.730073","0.98","null","7.17","1198.0","null","null","1","999.730073","999.730073","7.17","7.17","19","10.41999999999987","54.484000000000016","138.6999999999975","986.1400000000003","4","17.97756756756758","7.366732340325811","30.823333333333334","10.444504504504502","22.930389859006024","5008479","112227273","113436396.0","78827537.33333333","340309188","236482612","0","25528","0.0","265592.0","0","796776"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial3","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial3","3","3","3","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.740068","0.98","null","6.73","1146.0","null","null","1","999.740068","999.740068","6.73","6.73","19","9.509999999999888","47.02200000000001","139.79999999999762","944.7600000000003","4","18.91779816513762","6.951205888283927","23.52","10.465963302752284","22.908408953418036","4978036","112185552","113399584.66666667","78782774.33333333","340198754","236348323","0","28608","0.0","271362.6666666667","0","814088"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial1","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial1","1","3","3","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.790044","0.98","null","6.96","1180.0","null","null","1","999.790044","999.790044","6.96","6.96","19","10.219999999999876","52.12400000000002","138.69999999999754","971.7400000000004","4","17.406605504587173","6.504200975022215","21.450000000000003","10.31100917431195","22.908570085512014","4991310","111960817","113170869.66666667","78640257.33333333","339512609","235920772","0","27016","0.0","260965.33333333334","0","782896"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial2","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial2","2","3","3","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.740068","0.98","null","6.96","1143.0","null","null","1","999.740068","999.740068","6.96","6.96","19","10.149999999999874","52.27000000000001","141.29999999999762","942.6600000000003","4","17.513545454545472","6.316632097485095","24.26","10.337454545454547","22.939418067438694","5002416","111979099","113176923.33333333","78644875.33333333","339530770","235934626","0","26152","0.0","268634.6666666667","0","805904"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3","3","3","3","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.750062","0.98","null","7.67","1253.0","null","null","1","999.750062","999.750062","7.67","7.67","19","11.499999999999847","63.34000000000002","159.4999999999974","1034.3000000000002","4","17.313181818181818","6.812245250338492","22.223333333333333","10.515090909090915","22.938999996399037","4992986","111966069","113159598.0","78626950.33333333","339478794","235880851","0","31800","0.0","265309.3333333333","0","795928"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial1","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial1","1","3","3","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","997.822281","0.9599999999999999","null","586.459578","20535.0","null","null","12","82.744171","83.845589","438.73","783.41","203","3591.4499999999935","17453.119999999988","15814.999999999985","17473.5","4","95.67252100840336","15.301085008361996","41.63333333333333","25.18756302521009","22.943456037290627","19776397","138258155","141970646.66666666","106672263.66666667","425911940","320016791","0","56240","320.0","257970.66666666666","960","773912"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial2","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial2","2","3","3","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","997.860032","0.9599999999999999","null","622.4475233","19313.0","null","null","12","82.752388","83.868371","524.47","718.96","204","3063.725","17812.109999999997","15726.549999999996","17964.55","4","94.74021505376344","13.309208424053095","31.179999999999996","23.45462365591398","22.939625559657646","19782819","138221919","142670464.66666666","107451013.33333333","428011394","322353040","0","60112","0.0","259037.33333333334","0","777112"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial3","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial3","3","3","3","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","997.9201039999998","0.9599999999999999","null","535.4481978","16813.0","null","null","12","82.788563","83.78574","367.93","680.13","204","13336.759999999931","16133.16","15241.699999999999","16374.56","4","95.63412844036698","15.577085134580798","40.78","24.271009174311917","22.940133713041575","20228835","139059372","143014753.66666666","107701809.0","429044261","323105427","0","59336","0.0","280458.6666666667","0","841376"
"security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial1","producer","mtls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial1","1","3","3","6","3","3","100000","1024","1000","12","1","131072","5","1","none","100000","null","998.540248","0.9599999999999999","null","651.6870313","20439.0","null","null","12","82.825592","83.832938","500.04","860.59","203","3584.6199999999994","16357.199999999999","15456.299999999983","18783.41999999999","4","94.68155963302752","13.434127140468854","31.169999999999998","21.997614678899083","22.998602502237215","20756200","138951427","143638023.33333334","108695833.0","430914070","326087499","0","38192","0.0","270136.0","0","810408"
