producer_index=8
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.0 records/sec (0.00 MB/sec), 7786.0 ms avg latency, 7786.0 ms max latency.
76 records sent, 14.2 records/sec (1.39 MB/sec), 8661.1 ms avg latency, 20098.0 ms max latency.
96 records sent, 18.7 records/sec (1.83 MB/sec), 10500.2 ms avg latency, 12365.0 ms max latency.
150 records sent, 28.9 records/sec (2.82 MB/sec), 13118.2 ms avg latency, 14546.0 ms max latency.
144 records sent, 28.1 records/sec (2.74 MB/sec), 13589.2 ms avg latency, 15532.0 ms max latency.
162 records sent, 31.4 records/sec (3.07 MB/sec), 11397.5 ms avg latency, 12475.0 ms max latency.
233 records sent, 46.4 records/sec (4.53 MB/sec), 9934.4 ms avg latency, 11498.0 ms max latency.
452 records sent, 89.2 records/sec (8.71 MB/sec), 4581.4 ms avg latency, 8208.0 ms max latency.
468 records sent, 93.3 records/sec (9.11 MB/sec), 1975.6 ms avg latency, 2947.0 ms max latency.
400 records sent, 79.8 records/sec (7.80 MB/sec), 208.6 ms avg latency, 1065.0 ms max latency.
343 records sent, 68.5 records/sec (6.69 MB/sec), 45.2 ms avg latency, 133.0 ms max latency.
322 records sent, 63.3 records/sec (6.19 MB/sec), 52.1 ms avg latency, 158.0 ms max latency.
391 records sent, 77.3 records/sec (7.55 MB/sec), 42.6 ms avg latency, 160.0 ms max latency.
371 records sent, 74.2 records/sec (7.25 MB/sec), 44.5 ms avg latency, 160.0 ms max latency.
395 records sent, 78.5 records/sec (7.67 MB/sec), 38.3 ms avg latency, 155.0 ms max latency.
412 records sent, 81.8 records/sec (7.99 MB/sec), 41.7 ms avg latency, 152.0 ms max latency.
432 records sent, 86.3 records/sec (8.43 MB/sec), 49.5 ms avg latency, 198.0 ms max latency.
411 records sent, 82.2 records/sec (8.02 MB/sec), 71.0 ms avg latency, 344.0 ms max latency.
396 records sent, 79.2 records/sec (7.73 MB/sec), 40.5 ms avg latency, 181.0 ms max latency.
391 records sent, 77.9 records/sec (7.61 MB/sec), 32.2 ms avg latency, 118.0 ms max latency.
402 records sent, 80.2 records/sec (7.83 MB/sec), 37.2 ms avg latency, 123.0 ms max latency.
404 records sent, 80.5 records/sec (7.86 MB/sec), 30.5 ms avg latency, 101.0 ms max latency.
400 records sent, 80.0 records/sec (7.81 MB/sec), 30.5 ms avg latency, 168.0 ms max latency.
431 records sent, 86.2 records/sec (8.41 MB/sec), 28.1 ms avg latency, 129.0 ms max latency.
8333 records sent, 58.748467 records/sec (5.74 MB/sec), 1569.81 ms avg latency, 20098.00 ms max latency, 43 ms 50th, 11293 ms 95th, 13926 ms 99th, 15178 ms 99.9th.
