sweep_value,run_count,throughput_records_per_sec_mean,throughput_records_per_sec_min,throughput_records_per_sec_max,throughput_mb_per_sec_mean,throughput_mb_per_sec_min,throughput_mb_per_sec_max,avg_latency_ms_mean,avg_latency_ms_min,avg_latency_ms_max,max_latency_ms_mean,max_latency_ms_min,max_latency_ms_max
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial1,1,999.690096,999.690096,999.690096,0.98,0.98,0.98,4.32,4.32,4.32,666,666.0,666.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial2,1,999.730073,999.730073,999.730073,0.98,0.98,0.98,4.1,4.1,4.1,648,648.0,648.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial3,1,999.730073,999.730073,999.730073,0.98,0.98,0.98,4.15,4.15,4.15,663,663.0,663.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial1,1,999.460291,999.460291,999.460291,0.98,0.98,0.98,4.07,4.07,4.07,562,562.0,562.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial2,1,999.770053,999.770053,999.770053,0.98,0.98,0.98,4.11,4.11,4.11,607,607.0,607.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3,1,999.740068,999.740068,999.740068,0.98,0.98,0.98,4.3,4.3,4.3,590,590.0,590.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial1,1,998.244687,998.244687,998.244687,0.96,0.96,0.96,57.6409163,57.6409163,57.6409163,9353,9353.0,9353.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial2,1,998.990164,998.990164,998.990164,0.96,0.96,0.96,55.9860663,55.9860663,55.9860663,9305,9305.0,9305.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial3,1,998.536753,998.536753,998.536753,0.96,0.96,0.96,60.0582322,60.0582322,60.0582322,9373,9373.0,9373.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial1,1,997.2472339999999,997.2472339999999,997.2472339999999,0.96,0.96,0.96,53.126560700000006,53.126560700000006,53.126560700000006,9531,9531.0,9531.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial2,1,998.201622,998.201622,998.201622,0.96,0.96,0.96,50.7535787,50.7535787,50.7535787,9663,9663.0,9663.0
