sweep_value,run_count,throughput_records_per_sec_mean,throughput_records_per_sec_min,throughput_records_per_sec_max,throughput_mb_per_sec_mean,throughput_mb_per_sec_min,throughput_mb_per_sec_max,avg_latency_ms_mean,avg_latency_ms_min,avg_latency_ms_max,max_latency_ms_mean,max_latency_ms_min,max_latency_ms_max
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial3,1,998.0590540000001,998.0590540000001,998.0590540000001,0.96,0.96,0.96,50.8916979,50.8916979,50.8916979,9004,9004.0,9004.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-complz4-trial1,1,999.359387,999.359387,999.359387,0.96,0.96,0.96,15.09836,15.09836,15.09836,4731,4731.0,4731.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-complz4-trial2,1,999.5413599999999,999.5413599999999,999.5413599999999,0.96,0.96,0.96,19.7867758,19.7867758,19.7867758,4704,4704.0,4704.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-complz4-trial3,1,999.706025,999.706025,999.706025,0.96,0.96,0.96,15.714939500000002,15.714939500000002,15.714939500000002,4734,4734.0,4734.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-compnone-trial1,1,999.546564,999.546564,999.546564,0.96,0.96,0.96,13.5066666,13.5066666,13.5066666,4545,4545.0,4545.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-compnone-trial2,1,999.631073,999.631073,999.631073,0.96,0.96,0.96,15.1516955,15.1516955,15.1516955,4362,4362.0,4362.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod6-compnone-trial3,1,999.531221,999.531221,999.531221,0.96,0.96,0.96,16.2566924,16.2566924,16.2566924,4278,4278.0,4278.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-complz4-trial1,1,999.730073,999.730073,999.730073,0.98,0.98,0.98,5.25,5.25,5.25,653,653.0,653.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-complz4-trial2,1,999.610152,999.610152,999.610152,0.98,0.98,0.98,5.4,5.4,5.4,598,598.0,598.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-complz4-trial3,1,999.760058,999.760058,999.760058,0.98,0.98,0.98,5.39,5.39,5.39,690,690.0,690.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-compnone-trial1,1,999.70009,999.70009,999.70009,0.98,0.98,0.98,5.34,5.34,5.34,684,684.0,684.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-compnone-trial2,1,999.450302,999.450302,999.450302,0.98,0.98,0.98,5.29,5.29,5.29,679,679.0,679.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-compnone-trial3,1,999.770053,999.770053,999.770053,0.98,0.98,0.98,5.27,5.27,5.27,613,613.0,613.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod12-complz4-trial1,1,998.9155480000001,998.9155480000001,998.9155480000001,0.96,0.96,0.96,61.8492338,61.8492338,61.8492338,9455,9455.0,9455.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod12-complz4-trial2,1,998.557832,998.557832,998.557832,0.96,0.96,0.96,62.1299409,62.1299409,62.1299409,9632,9632.0,9632.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod12-complz4-trial3,1,998.904057,998.904057,998.904057,0.96,0.96,0.96,62.7058283,62.7058283,62.7058283,9697,9697.0,9697.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod12-compnone-trial1,1,998.267687,998.267687,998.267687,0.96,0.96,0.96,63.1223388,63.1223388,63.1223388,9207,9207.0,9207.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod12-compnone-trial2,1,997.377751,997.377751,997.377751,0.96,0.96,0.96,56.462425499999995,56.462425499999995,56.462425499999995,9913,9913.0,9913.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod12-compnone-trial3,1,998.010882,998.010882,998.010882,0.96,0.96,0.96,57.3652064,57.3652064,57.3652064,9204,9204.0,9204.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod6-complz4-trial1,1,999.537705,999.537705,999.537705,0.96,0.96,0.96,19.4983105,19.4983105,19.4983105,4983,4983.0,4983.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod6-complz4-trial2,1,999.426661,999.426661,999.426661,0.96,0.96,0.96,15.4050298,15.4050298,15.4050298,4777,4777.0,4777.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod6-complz4-trial3,1,999.61415,999.61415,999.61415,0.96,0.96,0.96,17.721694000000003,17.721694000000003,17.721694000000003,4536,4536.0,4536.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod6-compnone-trial1,1,999.393406,999.393406,999.393406,0.96,0.96,0.96,17.7450142,17.7450142,17.7450142,4521,4521.0,4521.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod6-compnone-trial2,1,999.448206,999.448206,999.448206,0.96,0.96,0.96,17.5982842,17.5982842,17.5982842,4724,4724.0,4724.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod6-compnone-trial3,1,999.616043,999.616043,999.616043,0.96,0.96,0.96,15.3416873,15.3416873,15.3416873,4630,4630.0,4630.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod1-complz4-trial1,1,999.670109,999.670109,999.670109,0.98,0.98,0.98,4.99,4.99,4.99,729,729.0,729.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod1-complz4-trial2,1,999.570185,999.570185,999.570185,0.98,0.98,0.98,4.5,4.5,4.5,598,598.0,598.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod1-complz4-trial3,1,999.52023,999.52023,999.52023,0.98,0.98,0.98,4.61,4.61,4.61,623,623.0,623.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod1-compnone-trial1,1,999.660116,999.660116,999.660116,0.98,0.98,0.98,4.44,4.44,4.44,680,680.0,680.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod1-compnone-trial2,1,999.610152,999.610152,999.610152,0.98,0.98,0.98,4.4,4.4,4.4,636,636.0,636.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod1-compnone-trial3,1,999.540212,999.540212,999.540212,0.98,0.98,0.98,4.5,4.5,4.5,632,632.0,632.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod12-complz4-trial1,1,998.618229,998.618229,998.618229,0.96,0.96,0.96,121.54070320000001,121.54070320000001,121.54070320000001,9818,9818.0,9818.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod12-complz4-trial2,1,998.049323,998.049323,998.049323,0.96,0.96,0.96,120.505688,120.505688,120.505688,9701,9701.0,9701.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod12-complz4-trial3,1,998.917112,998.917112,998.917112,0.96,0.96,0.96,121.25194289999999,121.25194289999999,121.25194289999999,9830,9830.0,9830.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod12-compnone-trial1,1,998.07462,998.07462,998.07462,0.96,0.96,0.96,109.60733800000001,109.60733800000001,109.60733800000001,9676,9676.0,9676.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod12-compnone-trial2,1,998.226484,998.226484,998.226484,0.96,0.96,0.96,102.1590227,102.1590227,102.1590227,9530,9530.0,9530.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod12-compnone-trial3,1,997.9703039999999,997.9703039999999,997.9703039999999,0.96,0.96,0.96,116.60730129999999,116.60730129999999,116.60730129999999,10061,10061.0,10061.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod6-complz4-trial1,1,999.729454,999.729454,999.729454,0.96,0.96,0.96,28.1899398,28.1899398,28.1899398,5234,5234.0,5234.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod6-complz4-trial2,1,999.404083,999.404083,999.404083,0.96,0.96,0.96,30.0900727,30.0900727,30.0900727,4914,4914.0,4914.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod6-complz4-trial3,1,999.329264,999.329264,999.329264,0.96,0.96,0.96,31.924965299999997,31.924965299999997,31.924965299999997,4720,4720.0,4720.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod6-compnone-trial1,1,999.664641,999.664641,999.664641,0.96,0.96,0.96,28.8016547,28.8016547,28.8016547,4514,4514.0,4514.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod6-compnone-trial2,1,999.619258,999.619258,999.619258,0.96,0.96,0.96,26.2950438,26.2950438,26.2950438,4823,4823.0,4823.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acks1-prod6-compnone-trial3,1,999.519657,999.519657,999.519657,0.96,0.96,0.96,28.3066639,28.3066639,28.3066639,4251,4251.0,4251.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-complz4-trial1,1,999.570185,999.570185,999.570185,0.98,0.98,0.98,5.66,5.66,5.66,635,635.0,635.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-complz4-trial2,1,999.780048,999.780048,999.780048,0.98,0.98,0.98,5.62,5.62,5.62,653,653.0,653.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-complz4-trial3,1,999.720078,999.720078,999.720078,0.98,0.98,0.98,6.25,6.25,6.25,727,727.0,727.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial1,1,999.740068,999.740068,999.740068,0.98,0.98,0.98,5.55,5.55,5.55,575,575.0,575.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial2,1,999.540212,999.540212,999.540212,0.98,0.98,0.98,5.43,5.43,5.43,599,599.0,599.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial3,1,999.690096,999.690096,999.690096,0.98,0.98,0.98,5.7,5.7,5.7,632,632.0,632.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial1,1,998.894801,998.894801,998.894801,0.96,0.96,0.96,134.4905242,134.4905242,134.4905242,10087,10087.0,10087.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial2,1,999.002972,999.002972,999.002972,0.96,0.96,0.96,123.1328689,123.1328689,123.1328689,10478,10478.0,10478.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial3,1,998.497761,998.497761,998.497761,0.96,0.96,0.96,125.81495559999999,125.81495559999999,125.81495559999999,9788,9788.0,9788.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial1,1,997.869772,997.869772,997.869772,0.96,0.96,0.96,121.50094460000001,121.50094460000001,121.50094460000001,9736,9736.0,9736.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial2,1,997.817961,997.817961,997.817961,0.96,0.96,0.96,123.9491176,123.9491176,123.9491176,9302,9302.0,9302.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial3,1,997.687827,997.687827,997.687827,0.96,0.96,0.96,121.5530759,121.5530759,121.5530759,9601,9601.0,9601.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial1,1,999.63257,999.63257,999.63257,0.96,0.96,0.96,28.1967131,28.1967131,28.1967131,5189,5189.0,5189.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial2,1,999.6749629999999,999.6749629999999,999.6749629999999,0.96,0.96,0.96,33.626723399999996,33.626723399999996,33.626723399999996,5197,5197.0,5197.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial3,1,999.356961,999.356961,999.356961,0.96,0.96,0.96,30.6516415,30.6516415,30.6516415,4914,4914.0,4914.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial1,1,999.2891139999999,999.2891139999999,999.2891139999999,0.96,0.96,0.96,29.1549901,29.1549901,29.1549901,4600,4600.0,4600.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial2,1,999.5823519999999,999.5823519999999,999.5823519999999,0.96,0.96,0.96,30.7650967,30.7650967,30.7650967,4706,4706.0,4706.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial3,1,999.426018,999.426018,999.426018,0.96,0.96,0.96,33.8350345,33.8350345,33.8350345,4810,4810.0,4810.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod1-complz4-trial1,1,9941.346058,9941.346058,9941.346058,9.71,9.71,9.71,7.76,7.76,7.76,633,633.0,633.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod1-complz4-trial2,1,9963.136395,9963.136395,9963.136395,9.73,9.73,9.73,6.92,6.92,6.92,627,627.0,627.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod1-complz4-trial3,1,9968.102073,9968.102073,9968.102073,9.73,9.73,9.73,7.08,7.08,7.08,668,668.0,668.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod1-compnone-trial1,1,9967.108542,9967.108542,9967.108542,9.73,9.73,9.73,6.82,6.82,6.82,524,524.0,524.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod1-compnone-trial2,1,9930.486594,9930.486594,9930.486594,9.7,9.7,9.7,6.3,6.3,6.3,551,551.0,551.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod1-compnone-trial3,1,9924.573243,9924.573243,9924.573243,9.69,9.69,9.69,6.25,6.25,6.25,613,613.0,613.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod12-complz4-trial1,1,7750.743905,7750.743905,7750.743905,7.57,7.57,7.57,345.35008589999995,345.35008589999995,345.35008589999995,9593,9593.0,9593.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod12-complz4-trial2,1,7946.460291,7946.460291,7946.460291,7.75,7.75,7.75,296.3811342,296.3811342,296.3811342,9973,9973.0,9973.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod12-complz4-trial3,1,7843.837678,7843.837678,7843.837678,7.67,7.67,7.67,301.02901599999996,301.02901599999996,301.02901599999996,9723,9723.0,9723.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod12-compnone-trial1,1,8368.962988,8368.962988,8368.962988,8.18,8.18,8.18,347.57483460000003,347.57483460000003,347.57483460000003,9420,9420.0,9420.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod12-compnone-trial2,1,8341.833947,8341.833947,8341.833947,8.16,8.16,8.16,402.72100770000003,402.72100770000003,402.72100770000003,9294,9294.0,9294.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod12-compnone-trial3,1,8262.305396,8262.305396,8262.305396,8.07,8.07,8.07,379.08190179999997,379.08190179999997,379.08190179999997,9198,9198.0,9198.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod6-complz4-trial1,1,9809.445515,9809.445515,9809.445515,9.58,9.58,9.58,99.4205098,99.4205098,99.4205098,5325,5325.0,5325.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod6-complz4-trial2,1,9815.502292,9815.502292,9815.502292,9.59,9.59,9.59,129.6149096,129.6149096,129.6149096,4775,4775.0,4775.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod6-complz4-trial3,1,9847.507365,9847.507365,9847.507365,9.610000000000001,9.610000000000001,9.610000000000001,121.65001850000002,121.65001850000002,121.65001850000002,5240,5240.0,5240.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod6-compnone-trial1,1,9792.631093,9792.631093,9792.631093,9.56,9.56,9.56,139.5202651,139.5202651,139.5202651,4908,4908.0,4908.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod6-compnone-trial2,1,9761.178228,9761.178228,9761.178228,9.540000000000001,9.540000000000001,9.540000000000001,139.0888242,139.0888242,139.0888242,4593,4593.0,4593.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acks1-prod6-compnone-trial3,1,9806.020982,9806.020982,9806.020982,9.57,9.57,9.57,157.3260065,157.3260065,157.3260065,5247,5247.0,5247.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod1-complz4-trial1,1,9976.057462,9976.057462,9976.057462,9.74,9.74,9.74,7.61,7.61,7.61,617,617.0,617.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod1-complz4-trial2,1,9935.419771,9935.419771,9935.419771,9.7,9.7,9.7,8.06,8.06,8.06,700,700.0,700.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod1-complz4-trial3,1,9966.115208,9966.115208,9966.115208,9.73,9.73,9.73,7.04,7.04,7.04,631,631.0,631.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod1-compnone-trial1,1,9960.159363,9960.159363,9960.159363,9.73,9.73,9.73,7.77,7.77,7.77,622,622.0,622.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod1-compnone-trial2,1,9956.192752,9956.192752,9956.192752,9.72,9.72,9.72,7.01,7.01,7.01,652,652.0,652.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod1-compnone-trial3,1,9955.201593,9955.201593,9955.201593,9.72,9.72,9.72,8.15,8.15,8.15,630,630.0,630.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod12-complz4-trial1,1,7805.13262,7805.13262,7805.13262,7.63,7.63,7.63,375.9904038,375.9904038,375.9904038,9769,9769.0,9769.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod12-complz4-trial2,1,7748.010098,7748.010098,7748.010098,7.57,7.57,7.57,339.68581450000005,339.68581450000005,339.68581450000005,10808,10808.0,10808.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod12-complz4-trial3,1,7632.257152,7632.257152,7632.257152,7.45,7.45,7.45,321.6396966,321.6396966,321.6396966,10785,10785.0,10785.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod12-compnone-trial1,1,8089.234408,8089.234408,8089.234408,7.890000000000001,7.890000000000001,7.890000000000001,532.1734536,532.1734536,532.1734536,9253,9253.0,9253.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod12-compnone-trial2,1,8244.238419,8244.238419,8244.238419,8.06,8.06,8.06,389.2859325,389.2859325,389.2859325,9616,9616.0,9616.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod12-compnone-trial3,1,8097.452988999999,8097.452988999999,8097.452988999999,7.91,7.91,7.91,446.757026,446.757026,446.757026,9076,9076.0,9076.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-complz4-trial1,1,9761.111281,9761.111281,9761.111281,9.530000000000001,9.530000000000001,9.530000000000001,116.02359469999999,116.02359469999999,116.02359469999999,4925,4925.0,4925.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-complz4-trial2,1,9751.776225,9751.776225,9751.776225,9.530000000000001,9.530000000000001,9.530000000000001,131.23885270000002,131.23885270000002,131.23885270000002,5080,5080.0,5080.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-complz4-trial3,1,9715.392821,9715.392821,9715.392821,9.49,9.49,9.49,119.11158040000001,119.11158040000001,119.11158040000001,4498,4498.0,4498.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-compnone-trial1,1,9753.078683,9753.078683,9753.078683,9.52,9.52,9.52,151.3465963,151.3465963,151.3465963,4870,4870.0,4870.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-compnone-trial2,1,9799.626598,9799.626598,9799.626598,9.57,9.57,9.57,163.5983869,163.5983869,163.5983869,4878,4878.0,4878.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-compnone-trial3,1,9824.913135,9824.913135,9824.913135,9.59,9.59,9.59,145.7061851,145.7061851,145.7061851,5028,5028.0,5028.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-complz4-trial1,1,9924.573243,9924.573243,9924.573243,9.69,9.69,9.69,28.67,28.67,28.67,634,634.0,634.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-complz4-trial2,1,9959.167414,9959.167414,9959.167414,9.73,9.73,9.73,42.98,42.98,42.98,630,630.0,630.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-complz4-trial3,1,9957.184108,9957.184108,9957.184108,9.72,9.72,9.72,34.33,34.33,34.33,591,591.0,591.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-compnone-trial1,1,9962.143853,9962.143853,9962.143853,9.73,9.73,9.73,30.4,30.4,30.4,573,573.0,573.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-compnone-trial2,1,9970.089731,9970.089731,9970.089731,9.74,9.74,9.74,26.19,26.19,26.19,637,637.0,637.0
security-overhead-final-factorial-plaintext-b5-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-compnone-trial3,1,9944.311854,9944.311854,9944.311854,9.71,9.71,9.71,29.97,29.97,29.97,656,656.0,656.0
