run_id=plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial3
producer_count=1
----- /var/lib/kafka-client/results/plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial3/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
5000 records sent, 999.2 records/sec (0.98 MB/sec), 10.9 ms avg latency, 509.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.6 ms avg latency, 8.0 ms max latency.
5004 records sent, 1000.4 records/sec (0.98 MB/sec), 4.5 ms avg latency, 17.0 ms max latency.
5000 records sent, 1000.0 records/sec (0.98 MB/sec), 4.5 ms avg latency, 8.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 4.5 ms avg latency, 8.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 4.5 ms avg latency, 10.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 4.5 ms avg latency, 11.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 4.4 ms avg latency, 8.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.3 ms avg latency, 8.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.5 ms avg latency, 9.0 ms max latency.
5007 records sent, 1000.2 records/sec (0.98 MB/sec), 4.5 ms avg latency, 11.0 ms max latency.
5003 records sent, 1000.4 records/sec (0.98 MB/sec), 4.5 ms avg latency, 8.0 ms max latency.
5005 records sent, 1000.0 records/sec (0.98 MB/sec), 4.4 ms avg latency, 8.0 ms max latency.
5001 records sent, 1000.2 records/sec (0.98 MB/sec), 4.5 ms avg latency, 8.0 ms max latency.
5005 records sent, 1000.0 records/sec (0.98 MB/sec), 4.4 ms avg latency, 7.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 4.5 ms avg latency, 8.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 4.4 ms avg latency, 10.0 ms max latency.
5005 records sent, 1000.0 records/sec (0.98 MB/sec), 4.4 ms avg latency, 9.0 ms max latency.
5001 records sent, 999.8 records/sec (0.98 MB/sec), 4.6 ms avg latency, 33.0 ms max latency.
100000 records sent, 999.760058 records/sec (0.98 MB/sec), 4.80 ms avg latency, 509.00 ms max latency, 5 ms 50th, 7 ms 95th, 7 ms 99th, 85 ms 99.9th.
