producer_index=1
producer_count=6
producer_records=16667
producer_throughput=167
1 records sent, 0.1 records/sec (0.01 MB/sec), 3314.0 ms avg latency, 3314.0 ms max latency.
209 records sent, 41.4 records/sec (4.04 MB/sec), 4842.0 ms avg latency, 8626.0 ms max latency.
587 records sent, 117.4 records/sec (11.46 MB/sec), 3733.3 ms avg latency, 6166.0 ms max latency.
961 records sent, 191.6 records/sec (18.71 MB/sec), 1545.6 ms avg latency, 2508.0 ms max latency.
791 records sent, 158.2 records/sec (15.45 MB/sec), 177.3 ms avg latency, 821.0 ms max latency.
688 records sent, 137.3 records/sec (13.41 MB/sec), 25.6 ms avg latency, 99.0 ms max latency.
835 records sent, 166.8 records/sec (16.29 MB/sec), 38.4 ms avg latency, 194.0 ms max latency.
831 records sent, 165.9 records/sec (16.20 MB/sec), 31.0 ms avg latency, 168.0 ms max latency.
853 records sent, 170.5 records/sec (16.65 MB/sec), 26.2 ms avg latency, 146.0 ms max latency.
863 records sent, 172.6 records/sec (16.86 MB/sec), 23.5 ms avg latency, 100.0 ms max latency.
823 records sent, 164.5 records/sec (16.06 MB/sec), 24.4 ms avg latency, 126.0 ms max latency.
829 records sent, 165.6 records/sec (16.18 MB/sec), 24.4 ms avg latency, 104.0 ms max latency.
896 records sent, 179.2 records/sec (17.50 MB/sec), 29.9 ms avg latency, 138.0 ms max latency.
850 records sent, 169.8 records/sec (16.58 MB/sec), 24.0 ms avg latency, 103.0 ms max latency.
835 records sent, 166.4 records/sec (16.25 MB/sec), 27.5 ms avg latency, 152.0 ms max latency.
606 records sent, 121.1 records/sec (11.82 MB/sec), 939.5 ms avg latency, 2828.0 ms max latency.
1104 records sent, 220.4 records/sec (21.53 MB/sec), 645.2 ms avg latency, 2741.0 ms max latency.
873 records sent, 174.5 records/sec (17.04 MB/sec), 26.7 ms avg latency, 122.0 ms max latency.
889 records sent, 177.3 records/sec (17.31 MB/sec), 22.1 ms avg latency, 85.0 ms max latency.
917 records sent, 183.0 records/sec (17.87 MB/sec), 27.7 ms avg latency, 151.0 ms max latency.
883 records sent, 176.6 records/sec (17.24 MB/sec), 27.7 ms avg latency, 124.0 ms max latency.
16667 records sent, 148.776634 records/sec (14.53 MB/sec), 386.85 ms avg latency, 8626.00 ms max latency, 23 ms 50th, 2385 ms 95th, 5344 ms 99th, 5974 ms 99.9th.
