51 records sent, 10.2 records/sec (0.99 MB/sec), 1675.6 ms avg latency, 4122.0 ms max latency.
963 records sent, 191.3 records/sec (18.68 MB/sec), 1857.2 ms avg latency, 2536.0 ms max latency.
1596 records sent, 318.9 records/sec (31.15 MB/sec), 136.9 ms avg latency, 985.0 ms max latency.
1693 records sent, 338.5 records/sec (33.05 MB/sec), 16.7 ms avg latency, 178.0 ms max latency.
1777 records sent, 355.4 records/sec (34.71 MB/sec), 18.2 ms avg latency, 129.0 ms max latency.
1758 records sent, 351.5 records/sec (34.33 MB/sec), 45.8 ms avg latency, 345.0 ms max latency.
1701 records sent, 340.1 records/sec (33.22 MB/sec), 16.1 ms avg latency, 126.0 ms max latency.
1789 records sent, 357.7 records/sec (34.93 MB/sec), 24.1 ms avg latency, 289.0 ms max latency.
2062 records sent, 412.4 records/sec (40.27 MB/sec), 37.9 ms avg latency, 359.0 ms max latency.
2178 records sent, 435.5 records/sec (42.53 MB/sec), 34.8 ms avg latency, 229.0 ms max latency.
2269 records sent, 453.2 records/sec (44.25 MB/sec), 17.2 ms avg latency, 133.0 ms max latency.
2961 records sent, 592.2 records/sec (57.83 MB/sec), 33.7 ms avg latency, 188.0 ms max latency.
2872 records sent, 574.3 records/sec (56.08 MB/sec), 51.6 ms avg latency, 331.0 ms max latency.
2935 records sent, 586.6 records/sec (57.29 MB/sec), 31.8 ms avg latency, 289.0 ms max latency.
2958 records sent, 591.6 records/sec (57.77 MB/sec), 49.3 ms avg latency, 396.0 ms max latency.
3035 records sent, 606.5 records/sec (59.23 MB/sec), 33.8 ms avg latency, 191.0 ms max latency.
3081 records sent, 616.2 records/sec (60.18 MB/sec), 24.6 ms avg latency, 229.0 ms max latency.
3229 records sent, 645.4 records/sec (63.03 MB/sec), 32.3 ms avg latency, 189.0 ms max latency.
3071 records sent, 614.2 records/sec (59.98 MB/sec), 29.4 ms avg latency, 175.0 ms max latency.
3255 records sent, 650.6 records/sec (63.54 MB/sec), 46.9 ms avg latency, 375.0 ms max latency.
3136 records sent, 625.7 records/sec (61.10 MB/sec), 19.8 ms avg latency, 193.0 ms max latency.
3159 records sent, 631.8 records/sec (61.70 MB/sec), 19.8 ms avg latency, 196.0 ms max latency.
3177 records sent, 635.3 records/sec (62.04 MB/sec), 19.4 ms avg latency, 102.0 ms max latency.
3111 records sent, 621.8 records/sec (60.73 MB/sec), 15.9 ms avg latency, 145.0 ms max latency.
3682 records sent, 736.4 records/sec (71.91 MB/sec), 25.3 ms avg latency, 189.0 ms max latency.
3410 records sent, 677.5 records/sec (66.16 MB/sec), 12.3 ms avg latency, 106.0 ms max latency.
3041 records sent, 607.5 records/sec (59.32 MB/sec), 32.0 ms avg latency, 295.0 ms max latency.
3133 records sent, 626.5 records/sec (61.18 MB/sec), 15.4 ms avg latency, 137.0 ms max latency.
3170 records sent, 633.5 records/sec (61.86 MB/sec), 14.5 ms avg latency, 182.0 ms max latency.
3189 records sent, 636.1 records/sec (62.12 MB/sec), 10.2 ms avg latency, 67.0 ms max latency.
3221 records sent, 644.2 records/sec (62.91 MB/sec), 16.0 ms avg latency, 99.0 ms max latency.
2792 records sent, 558.3 records/sec (54.52 MB/sec), 12.4 ms avg latency, 118.0 ms max latency.
3091 records sent, 618.2 records/sec (60.37 MB/sec), 33.7 ms avg latency, 281.0 ms max latency.
3187 records sent, 637.4 records/sec (62.25 MB/sec), 17.6 ms avg latency, 143.0 ms max latency.
2918 records sent, 582.9 records/sec (56.92 MB/sec), 15.4 ms avg latency, 109.0 ms max latency.
2568 records sent, 513.6 records/sec (50.16 MB/sec), 25.1 ms avg latency, 268.0 ms max latency.
2998 records sent, 598.8 records/sec (58.47 MB/sec), 18.0 ms avg latency, 134.0 ms max latency.
100000 records sent, 531.267764 records/sec (51.88 MB/sec), 45.53 ms avg latency, 4122.00 ms max latency, 9 ms 50th, 128 ms 95th, 935 ms 99th, 2126 ms 99.9th.
