producer_index=5
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.01 MB/sec), 16234.0 ms avg latency, 16234.0 ms max latency.
53 records sent, 9.9 records/sec (0.97 MB/sec), 8024.3 ms avg latency, 9501.0 ms max latency.
96 records sent, 19.0 records/sec (1.85 MB/sec), 10888.8 ms avg latency, 12682.0 ms max latency.
162 records sent, 32.2 records/sec (3.14 MB/sec), 13276.6 ms avg latency, 14909.0 ms max latency.
137 records sent, 27.4 records/sec (2.67 MB/sec), 13048.9 ms avg latency, 15504.0 ms max latency.
150 records sent, 30.0 records/sec (2.93 MB/sec), 11087.3 ms avg latency, 12270.0 ms max latency.
335 records sent, 66.3 records/sec (6.47 MB/sec), 8410.9 ms avg latency, 11719.0 ms max latency.
442 records sent, 88.2 records/sec (8.61 MB/sec), 3397.8 ms avg latency, 5049.0 ms max latency.
454 records sent, 90.2 records/sec (8.80 MB/sec), 996.1 ms avg latency, 2625.0 ms max latency.
334 records sent, 66.3 records/sec (6.48 MB/sec), 61.3 ms avg latency, 266.0 ms max latency.
333 records sent, 66.4 records/sec (6.49 MB/sec), 73.4 ms avg latency, 401.0 ms max latency.
326 records sent, 64.6 records/sec (6.30 MB/sec), 57.2 ms avg latency, 202.0 ms max latency.
351 records sent, 69.6 records/sec (6.80 MB/sec), 54.4 ms avg latency, 212.0 ms max latency.
360 records sent, 71.9 records/sec (7.02 MB/sec), 41.1 ms avg latency, 120.0 ms max latency.
373 records sent, 74.6 records/sec (7.28 MB/sec), 54.5 ms avg latency, 384.0 ms max latency.
406 records sent, 80.7 records/sec (7.88 MB/sec), 58.0 ms avg latency, 289.0 ms max latency.
411 records sent, 81.8 records/sec (7.99 MB/sec), 35.5 ms avg latency, 142.0 ms max latency.
386 records sent, 77.1 records/sec (7.53 MB/sec), 35.8 ms avg latency, 112.0 ms max latency.
394 records sent, 78.5 records/sec (7.66 MB/sec), 85.5 ms avg latency, 442.0 ms max latency.
388 records sent, 77.2 records/sec (7.54 MB/sec), 43.8 ms avg latency, 147.0 ms max latency.
402 records sent, 80.0 records/sec (7.81 MB/sec), 32.1 ms avg latency, 151.0 ms max latency.
394 records sent, 78.4 records/sec (7.66 MB/sec), 32.0 ms avg latency, 97.0 ms max latency.
388 records sent, 77.0 records/sec (7.52 MB/sec), 30.0 ms avg latency, 110.0 ms max latency.
412 records sent, 81.7 records/sec (7.98 MB/sec), 39.4 ms avg latency, 173.0 ms max latency.
413 records sent, 82.6 records/sec (8.06 MB/sec), 32.8 ms avg latency, 147.0 ms max latency.
8333 records sent, 58.388688 records/sec (5.70 MB/sec), 1459.73 ms avg latency, 16234.00 ms max latency, 43 ms 50th, 11230 ms 95th, 13714 ms 99th, 14790 ms 99.9th.
